"age"	"job"	"marital"	"education"	"default"	"balance"	"housing"	"loan"	"contact"	"day"	"month"	"duration"	"campaign"	"y"
53	"self-employed"	"married"	"tertiary"	"no"	687	"no"	"no"	"cellular"	4	"feb"	319	5	"no"
47	"blue-collar"	"married"	"primary"	"no"	113	"yes"	"no"	"unknown"	13	"may"	276	1	"no"
57	"management"	"married"	"unknown"	"no"	0	"no"	"no"	"cellular"	30	"sep"	585	1	"no"
46	"technician"	"married"	"secondary"	"no"	0	"yes"	"no"	"cellular"	17	"nov"	96	1	"no"
36	"management"	"single"	"tertiary"	"no"	1743	"yes"	"no"	"cellular"	28	"jul"	428	2	"no"
33	"management"	"married"	"tertiary"	"no"	0	"yes"	"no"	"unknown"	6	"may"	290	1	"no"
29	"blue-collar"	"single"	"primary"	"no"	365	"yes"	"yes"	"unknown"	7	"may"	245	2	"no"
32	"blue-collar"	"married"	"secondary"	"no"	1	"yes"	"no"	"unknown"	8	"may"	102	1	"no"
36	"blue-collar"	"married"	"primary"	"no"	111	"yes"	"no"	"unknown"	23	"may"	163	3	"no"
43	"technician"	"divorced"	"secondary"	"no"	1648	"no"	"no"	"cellular"	17	"nov"	80	1	"no"
33	"services"	"single"	"tertiary"	"no"	0	"yes"	"no"	"cellular"	18	"nov"	199	1	"no"
30	"entrepreneur"	"married"	"secondary"	"no"	392	"yes"	"no"	"cellular"	20	"nov"	117	3	"no"
47	"technician"	"single"	"secondary"	"no"	-504	"no"	"yes"	"cellular"	22	"jul"	108	1	"no"
47	"admin."	"married"	"secondary"	"no"	104	"yes"	"yes"	"cellular"	14	"jul"	77	2	"no"
46	"blue-collar"	"married"	"secondary"	"no"	1272	"no"	"no"	"cellular"	25	"aug"	164	4	"no"
30	"student"	"single"	"tertiary"	"no"	699	"no"	"no"	"cellular"	28	"jan"	396	1	"no"
46	"services"	"married"	"secondary"	"yes"	130	"no"	"no"	"cellular"	20	"aug"	95	2	"no"
34	"services"	"single"	"tertiary"	"no"	49	"yes"	"no"	"cellular"	4	"feb"	250	1	"no"
37	"technician"	"single"	"secondary"	"no"	255	"no"	"no"	"unknown"	5	"jun"	447	2	"no"
30	"blue-collar"	"married"	"primary"	"no"	124	"yes"	"no"	"unknown"	15	"may"	126	4	"no"
58	"unknown"	"married"	"primary"	"no"	15	"no"	"no"	"cellular"	11	"aug"	57	2	"no"
29	"technician"	"married"	"tertiary"	"no"	676	"no"	"no"	"cellular"	28	"jul"	470	4	"no"
35	"blue-collar"	"married"	"secondary"	"no"	210	"yes"	"no"	"cellular"	30	"jan"	626	3	"no"
50	"admin."	"divorced"	"secondary"	"no"	0	"yes"	"no"	"unknown"	20	"jun"	174	1	"no"
43	"blue-collar"	"married"	"secondary"	"no"	1617	"yes"	"no"	"cellular"	7	"apr"	239	1	"no"
48	"housemaid"	"married"	"primary"	"no"	469	"no"	"no"	"cellular"	14	"aug"	103	2	"no"
45	"blue-collar"	"married"	"primary"	"no"	408	"no"	"no"	"unknown"	9	"jun"	253	2	"no"
36	"management"	"single"	"tertiary"	"no"	2706	"no"	"no"	"cellular"	31	"jul"	75	3	"no"
29	"services"	"single"	"secondary"	"no"	32	"yes"	"no"	"unknown"	4	"jun"	563	1	"yes"
52	"technician"	"married"	"secondary"	"no"	279	"no"	"yes"	"cellular"	14	"jul"	197	3	"no"
31	"technician"	"single"	"tertiary"	"no"	645	"yes"	"no"	"cellular"	6	"may"	14	6	"no"
48	"housemaid"	"married"	"primary"	"no"	332	"yes"	"no"	"cellular"	1	"jun"	262	1	"no"
46	"services"	"married"	"secondary"	"no"	9	"no"	"no"	"unknown"	16	"may"	297	4	"no"
29	"entrepreneur"	"single"	"secondary"	"no"	404	"no"	"no"	"cellular"	30	"jan"	413	3	"no"
25	"admin."	"single"	"secondary"	"no"	787	"yes"	"no"	"unknown"	9	"may"	164	1	"no"
59	"retired"	"married"	"primary"	"no"	0	"no"	"no"	"cellular"	5	"jun"	493	2	"yes"
65	"retired"	"married"	"primary"	"no"	343	"no"	"no"	"telephone"	5	"feb"	159	2	"no"
42	"admin."	"single"	"secondary"	"no"	1143	"yes"	"yes"	"telephone"	17	"nov"	106	1	"no"
55	"technician"	"married"	"primary"	"no"	202	"no"	"yes"	"unknown"	19	"jun"	60	1	"no"
36	"blue-collar"	"divorced"	"secondary"	"no"	808	"no"	"no"	"unknown"	16	"jun"	163	1	"no"
27	"student"	"single"	"unknown"	"no"	1444	"no"	"no"	"cellular"	2	"feb"	248	2	"no"
43	"management"	"divorced"	"tertiary"	"no"	99	"no"	"no"	"cellular"	29	"jan"	24	3	"no"
44	"technician"	"married"	"tertiary"	"no"	851	"yes"	"no"	"cellular"	11	"jul"	47	2	"no"
45	"services"	"married"	"secondary"	"no"	24	"yes"	"no"	"cellular"	15	"jul"	192	3	"no"
41	"technician"	"single"	"secondary"	"no"	-3	"no"	"no"	"cellular"	8	"jul"	413	1	"no"
38	"technician"	"married"	"secondary"	"no"	0	"yes"	"no"	"unknown"	20	"jun"	111	1	"no"
49	"management"	"married"	"tertiary"	"no"	2005	"no"	"no"	"unknown"	16	"jun"	81	4	"no"
42	"technician"	"married"	"unknown"	"no"	0	"no"	"no"	"unknown"	11	"jun"	241	1	"no"
58	"retired"	"married"	"secondary"	"no"	166	"no"	"yes"	"unknown"	3	"jul"	211	1	"no"
49	"admin."	"married"	"secondary"	"no"	-209	"no"	"no"	"unknown"	30	"may"	171	1	"no"
47	"services"	"divorced"	"secondary"	"no"	691	"no"	"no"	"cellular"	6	"feb"	285	6	"no"
34	"admin."	"single"	"tertiary"	"no"	64	"yes"	"no"	"cellular"	28	"jul"	76	2	"no"
32	"management"	"divorced"	"secondary"	"no"	-107	"yes"	"no"	"unknown"	3	"jun"	216	2	"no"
47	"admin."	"married"	"secondary"	"no"	0	"no"	"no"	"unknown"	3	"jun"	110	2	"no"
45	"unemployed"	"single"	"secondary"	"no"	382	"yes"	"yes"	"cellular"	18	"may"	182	1	"no"
29	"management"	"single"	"tertiary"	"no"	572	"no"	"no"	"cellular"	4	"jun"	224	1	"yes"
60	"retired"	"married"	"secondary"	"no"	-1110	"yes"	"no"	"unknown"	6	"jun"	143	2	"no"
29	"admin."	"single"	"tertiary"	"no"	514	"no"	"no"	"cellular"	2	"feb"	270	1	"no"
25	"student"	"single"	"secondary"	"no"	1116	"yes"	"no"	"cellular"	2	"mar"	170	3	"no"
36	"blue-collar"	"married"	"secondary"	"no"	1554	"yes"	"no"	"unknown"	12	"may"	325	4	"no"
28	"management"	"single"	"tertiary"	"no"	3053	"no"	"no"	"telephone"	18	"jan"	165	4	"no"
53	"services"	"married"	"primary"	"no"	6	"no"	"no"	"cellular"	22	"aug"	80	2	"no"
44	"blue-collar"	"married"	"secondary"	"no"	138	"yes"	"no"	"unknown"	8	"may"	283	3	"no"
44	"admin."	"divorced"	"tertiary"	"no"	558	"yes"	"no"	"cellular"	31	"mar"	262	2	"yes"
32	"admin."	"single"	"secondary"	"no"	89	"yes"	"yes"	"unknown"	8	"may"	308	3	"no"
43	"management"	"divorced"	"tertiary"	"no"	1	"yes"	"no"	"unknown"	6	"may"	306	1	"no"
45	"management"	"married"	"secondary"	"yes"	237	"yes"	"no"	"cellular"	21	"nov"	526	1	"no"
44	"admin."	"divorced"	"tertiary"	"no"	0	"yes"	"no"	"cellular"	7	"jul"	96	3	"no"
41	"blue-collar"	"married"	"secondary"	"no"	356	"yes"	"no"	"cellular"	14	"may"	90	5	"no"
31	"technician"	"single"	"secondary"	"no"	4	"no"	"no"	"cellular"	13	"aug"	202	2	"no"
58	"entrepreneur"	"divorced"	"secondary"	"no"	0	"yes"	"no"	"cellular"	7	"may"	270	3	"no"
35	"blue-collar"	"single"	"tertiary"	"no"	573	"no"	"no"	"unknown"	30	"may"	116	3	"no"
40	"technician"	"divorced"	"secondary"	"no"	700	"yes"	"yes"	"cellular"	18	"jul"	503	2	"no"
42	"management"	"married"	"tertiary"	"no"	-323	"yes"	"no"	"cellular"	7	"aug"	135	2	"no"
56	"admin."	"married"	"secondary"	"no"	33	"no"	"yes"	"cellular"	19	"nov"	111	1	"no"
48	"services"	"married"	"secondary"	"no"	1555	"no"	"no"	"cellular"	2	"feb"	121	1	"no"
32	"admin."	"married"	"secondary"	"no"	159	"no"	"yes"	"unknown"	26	"jun"	177	1	"no"
35	"blue-collar"	"single"	"primary"	"no"	1284	"yes"	"no"	"telephone"	14	"may"	13	5	"no"
36	"management"	"single"	"tertiary"	"no"	1089	"yes"	"no"	"unknown"	30	"may"	126	1	"no"
31	"blue-collar"	"single"	"secondary"	"no"	1565	"yes"	"no"	"cellular"	21	"nov"	290	6	"no"
56	"admin."	"married"	"unknown"	"no"	1784	"no"	"no"	"cellular"	13	"aug"	71	2	"no"
32	"blue-collar"	"married"	"secondary"	"no"	950	"yes"	"yes"	"cellular"	20	"apr"	219	4	"no"
44	"blue-collar"	"divorced"	"secondary"	"no"	558	"yes"	"no"	"unknown"	7	"may"	485	1	"no"
46	"blue-collar"	"married"	"primary"	"no"	2023	"yes"	"no"	"cellular"	21	"nov"	118	1	"no"
37	"technician"	"married"	"secondary"	"no"	-403	"yes"	"no"	"unknown"	30	"may"	31	6	"no"
42	"management"	"married"	"tertiary"	"no"	603	"yes"	"no"	"cellular"	5	"nov"	298	5	"no"
56	"blue-collar"	"divorced"	"primary"	"no"	8	"yes"	"no"	"unknown"	5	"may"	157	2	"no"
50	"management"	"married"	"tertiary"	"no"	619	"yes"	"no"	"telephone"	25	"jul"	219	2	"no"
28	"entrepreneur"	"single"	"tertiary"	"no"	219	"yes"	"no"	"unknown"	27	"may"	257	1	"no"
37	"blue-collar"	"single"	"primary"	"no"	117	"yes"	"no"	"unknown"	16	"may"	196	3	"no"
42	"entrepreneur"	"single"	"unknown"	"no"	33	"no"	"no"	"unknown"	19	"jun"	25	1	"no"
45	"technician"	"married"	"secondary"	"no"	1081	"yes"	"no"	"cellular"	17	"jul"	127	3	"no"
36	"unemployed"	"single"	"primary"	"no"	0	"yes"	"no"	"telephone"	7	"jul"	63	6	"no"
41	"management"	"divorced"	"secondary"	"no"	276	"yes"	"no"	"unknown"	7	"may"	60	1	"no"
27	"management"	"single"	"tertiary"	"no"	2420	"yes"	"no"	"unknown"	12	"may"	391	2	"no"
46	"blue-collar"	"married"	"secondary"	"no"	425	"yes"	"no"	"unknown"	6	"jun"	168	3	"no"
32	"blue-collar"	"single"	"secondary"	"no"	2746	"no"	"no"	"cellular"	28	"jan"	432	1	"no"
40	"technician"	"married"	"secondary"	"no"	88	"no"	"no"	"cellular"	28	"aug"	214	3	"no"
35	"management"	"married"	"tertiary"	"no"	171	"no"	"no"	"cellular"	29	"aug"	204	2	"no"
45	"blue-collar"	"divorced"	"primary"	"no"	749	"yes"	"no"	"unknown"	15	"may"	242	6	"no"
29	"blue-collar"	"single"	"secondary"	"no"	-138	"yes"	"yes"	"unknown"	8	"may"	271	5	"no"
36	"technician"	"married"	"secondary"	"no"	-90	"yes"	"no"	"cellular"	28	"jul"	110	3	"no"
30	"admin."	"single"	"secondary"	"no"	40	"no"	"no"	"cellular"	22	"apr"	382	2	"no"
35	"services"	"single"	"secondary"	"no"	11	"yes"	"no"	"cellular"	25	"jul"	294	1	"no"
47	"blue-collar"	"married"	"unknown"	"no"	733	"yes"	"no"	"unknown"	7	"may"	268	1	"no"
28	"technician"	"single"	"secondary"	"no"	0	"no"	"yes"	"cellular"	22	"jul"	188	2	"no"
58	"retired"	"married"	"primary"	"no"	657	"yes"	"no"	"unknown"	12	"jun"	128	2	"no"
31	"blue-collar"	"married"	"secondary"	"no"	864	"yes"	"yes"	"cellular"	13	"may"	127	1	"no"
34	"blue-collar"	"married"	"primary"	"no"	-204	"yes"	"no"	"cellular"	14	"may"	61	6	"no"
39	"management"	"married"	"tertiary"	"yes"	-1586	"yes"	"yes"	"cellular"	16	"jul"	89	2	"no"
36	"management"	"single"	"tertiary"	"no"	124	"yes"	"no"	"telephone"	24	"jul"	308	4	"no"
32	"services"	"single"	"secondary"	"no"	995	"yes"	"no"	"cellular"	26	"may"	119	1	"no"
34	"management"	"single"	"tertiary"	"no"	13	"yes"	"no"	"unknown"	27	"may"	222	2	"no"
38	"management"	"single"	"tertiary"	"no"	126	"yes"	"no"	"unknown"	30	"may"	355	2	"no"
53	"technician"	"married"	"secondary"	"no"	237	"yes"	"no"	"telephone"	21	"jul"	18	1	"no"
38	"technician"	"married"	"secondary"	"no"	922	"yes"	"yes"	"cellular"	17	"jul"	388	2	"no"
33	"unemployed"	"married"	"tertiary"	"no"	271	"yes"	"yes"	"cellular"	28	"jul"	262	4	"no"
42	"blue-collar"	"married"	"secondary"	"no"	366	"yes"	"no"	"cellular"	5	"feb"	150	1	"no"
24	"services"	"single"	"secondary"	"no"	14	"yes"	"no"	"cellular"	7	"may"	241	1	"no"
47	"services"	"married"	"primary"	"no"	586	"no"	"no"	"cellular"	12	"aug"	68	2	"no"
45	"housemaid"	"married"	"tertiary"	"no"	40	"yes"	"no"	"cellular"	2	"feb"	68	1	"no"
31	"services"	"married"	"primary"	"no"	11	"yes"	"no"	"cellular"	8	"may"	174	2	"no"
29	"admin."	"married"	"secondary"	"no"	-526	"yes"	"no"	"unknown"	28	"may"	314	2	"no"
44	"services"	"married"	"secondary"	"no"	-63	"no"	"no"	"unknown"	6	"jun"	392	2	"no"
52	"blue-collar"	"married"	"secondary"	"no"	0	"yes"	"no"	"cellular"	17	"nov"	125	1	"no"
29	"technician"	"married"	"secondary"	"no"	95	"no"	"yes"	"cellular"	3	"feb"	172	3	"yes"
39	"blue-collar"	"divorced"	"tertiary"	"no"	382	"no"	"no"	"cellular"	18	"jun"	201	3	"no"
47	"blue-collar"	"married"	"primary"	"no"	521	"yes"	"no"	"unknown"	13	"may"	262	1	"no"
52	"blue-collar"	"divorced"	"primary"	"no"	29	"yes"	"no"	"cellular"	21	"jul"	245	1	"no"
31	"housemaid"	"married"	"secondary"	"no"	14	"no"	"no"	"cellular"	19	"nov"	46	1	"no"
43	"services"	"married"	"secondary"	"no"	94	"yes"	"yes"	"telephone"	5	"nov"	68	1	"no"
31	"admin."	"single"	"secondary"	"no"	130	"yes"	"yes"	"unknown"	12	"may"	132	1	"no"
50	"admin."	"married"	"secondary"	"no"	-195	"no"	"no"	"cellular"	22	"aug"	119	4	"no"
61	"management"	"married"	"tertiary"	"no"	175	"no"	"no"	"telephone"	5	"aug"	270	2	"yes"
52	"retired"	"married"	"secondary"	"no"	49	"no"	"yes"	"telephone"	8	"jul"	280	5	"no"
55	"blue-collar"	"married"	"primary"	"no"	332	"yes"	"no"	"unknown"	8	"may"	318	2	"no"
48	"blue-collar"	"married"	"primary"	"no"	574	"no"	"no"	"cellular"	5	"aug"	348	1	"no"
58	"management"	"married"	"primary"	"no"	1021	"no"	"no"	"unknown"	18	"nov"	205	1	"no"
34	"blue-collar"	"single"	"secondary"	"no"	20	"yes"	"yes"	"cellular"	18	"nov"	262	2	"no"
40	"management"	"married"	"primary"	"no"	535	"yes"	"no"	"telephone"	5	"may"	11	6	"no"
43	"admin."	"married"	"secondary"	"no"	584	"no"	"no"	"unknown"	20	"jun"	27	1	"no"
35	"management"	"single"	"secondary"	"no"	2383	"yes"	"no"	"cellular"	31	"jul"	67	6	"no"
36	"services"	"single"	"secondary"	"no"	62	"yes"	"no"	"unknown"	5	"may"	215	2	"no"
38	"admin."	"divorced"	"secondary"	"no"	74	"yes"	"no"	"cellular"	23	"jul"	279	3	"no"
55	"housemaid"	"married"	"primary"	"no"	1537	"no"	"no"	"unknown"	19	"jun"	359	1	"no"
60	"services"	"married"	"primary"	"no"	808	"no"	"no"	"cellular"	18	"aug"	393	3	"no"
34	"technician"	"married"	"secondary"	"no"	657	"no"	"no"	"cellular"	5	"jun"	263	2	"no"
35	"management"	"married"	"secondary"	"no"	1160	"yes"	"no"	"unknown"	27	"may"	116	3	"no"
58	"retired"	"married"	"tertiary"	"no"	2199	"no"	"no"	"telephone"	21	"oct"	65	1	"no"
60	"admin."	"divorced"	"secondary"	"no"	3020	"yes"	"no"	"unknown"	15	"may"	131	1	"no"
45	"services"	"married"	"secondary"	"no"	-406	"yes"	"yes"	"cellular"	21	"jul"	276	2	"no"
48	"admin."	"married"	"secondary"	"no"	1403	"no"	"no"	"cellular"	7	"aug"	76	2	"no"
35	"blue-collar"	"married"	"secondary"	"no"	86	"no"	"no"	"cellular"	31	"jul"	128	2	"no"
36	"blue-collar"	"married"	"primary"	"no"	0	"no"	"no"	"unknown"	6	"jun"	149	1	"no"
32	"technician"	"divorced"	"secondary"	"no"	273	"yes"	"no"	"unknown"	4	"jun"	204	1	"no"
49	"blue-collar"	"married"	"secondary"	"no"	1838	"yes"	"no"	"cellular"	8	"jul"	203	1	"no"
29	"admin."	"divorced"	"tertiary"	"yes"	0	"no"	"yes"	"cellular"	9	"jul"	426	3	"yes"
32	"technician"	"married"	"secondary"	"no"	1247	"yes"	"no"	"unknown"	23	"may"	154	3	"no"
41	"admin."	"single"	"secondary"	"no"	400	"yes"	"no"	"unknown"	4	"jun"	99	6	"no"
39	"management"	"married"	"tertiary"	"no"	1209	"no"	"no"	"cellular"	20	"nov"	60	1	"no"
52	"technician"	"married"	"secondary"	"no"	475	"yes"	"no"	"cellular"	28	"jul"	121	3	"no"
31	"services"	"married"	"secondary"	"no"	37	"yes"	"no"	"unknown"	14	"may"	546	1	"no"
42	"blue-collar"	"married"	"unknown"	"no"	1123	"yes"	"no"	"unknown"	29	"may"	105	3	"no"
36	"unemployed"	"married"	"secondary"	"no"	923	"no"	"no"	"unknown"	27	"sep"	6	1	"no"
54	"retired"	"married"	"primary"	"no"	1379	"no"	"no"	"unknown"	11	"jun"	136	1	"no"
30	"admin."	"single"	"secondary"	"no"	387	"yes"	"no"	"unknown"	8	"may"	75	1	"no"
23	"student"	"single"	"secondary"	"no"	834	"yes"	"no"	"cellular"	6	"may"	283	3	"no"
53	"technician"	"married"	"secondary"	"no"	31	"yes"	"no"	"unknown"	16	"may"	90	2	"no"
35	"management"	"married"	"unknown"	"no"	2326	"yes"	"yes"	"cellular"	16	"sep"	319	1	"yes"
45	"management"	"married"	"tertiary"	"no"	2022	"no"	"no"	"unknown"	30	"may"	340	1	"no"
39	"entrepreneur"	"married"	"primary"	"no"	238	"yes"	"yes"	"cellular"	19	"nov"	134	1	"no"
27	"technician"	"single"	"tertiary"	"no"	200	"no"	"no"	"cellular"	3	"jun"	508	1	"no"
56	"technician"	"married"	"primary"	"no"	0	"yes"	"yes"	"cellular"	24	"jul"	84	1	"no"
33	"technician"	"single"	"tertiary"	"no"	0	"no"	"no"	"cellular"	28	"jan"	233	2	"no"
42	"unemployed"	"married"	"secondary"	"no"	1990	"yes"	"yes"	"unknown"	19	"may"	13	1	"no"
33	"management"	"married"	"secondary"	"no"	336	"no"	"no"	"cellular"	15	"apr"	179	3	"yes"
52	"services"	"married"	"secondary"	"no"	660	"no"	"no"	"unknown"	6	"may"	201	2	"no"
42	"self-employed"	"married"	"tertiary"	"no"	2821	"no"	"no"	"unknown"	11	"jun"	203	2	"no"
48	"blue-collar"	"married"	"secondary"	"no"	305	"no"	"no"	"telephone"	30	"jul"	169	3	"no"
42	"management"	"married"	"secondary"	"no"	2580	"yes"	"no"	"unknown"	16	"jun"	154	3	"no"
44	"housemaid"	"married"	"primary"	"no"	2351	"no"	"no"	"unknown"	16	"jun"	250	2	"no"
46	"admin."	"married"	"secondary"	"no"	22	"yes"	"no"	"cellular"	7	"aug"	414	4	"no"
31	"services"	"single"	"secondary"	"no"	211	"no"	"no"	"cellular"	29	"jan"	226	2	"no"
45	"self-employed"	"married"	"secondary"	"no"	3098	"yes"	"no"	"cellular"	7	"aug"	159	2	"no"
55	"retired"	"married"	"tertiary"	"no"	2929	"no"	"no"	"unknown"	16	"jun"	556	3	"no"
33	"technician"	"single"	"tertiary"	"no"	461	"yes"	"no"	"cellular"	4	"feb"	189	1	"no"
29	"blue-collar"	"single"	"secondary"	"no"	-61	"no"	"no"	"cellular"	17	"jul"	270	1	"no"
32	"blue-collar"	"married"	"secondary"	"no"	0	"yes"	"yes"	"cellular"	28	"jan"	117	2	"no"
30	"services"	"single"	"secondary"	"no"	117	"no"	"no"	"cellular"	28	"jan"	135	1	"no"
49	"management"	"married"	"tertiary"	"no"	20	"yes"	"no"	"cellular"	4	"feb"	117	1	"no"
64	"retired"	"married"	"tertiary"	"no"	380	"no"	"no"	"cellular"	25	"aug"	479	1	"yes"
43	"technician"	"married"	"secondary"	"no"	-260	"yes"	"no"	"cellular"	11	"jul"	183	2	"no"
29	"services"	"single"	"secondary"	"no"	2	"yes"	"no"	"cellular"	6	"may"	403	4	"no"
45	"technician"	"married"	"tertiary"	"no"	-302	"no"	"yes"	"unknown"	1	"jul"	80	1	"no"
31	"blue-collar"	"single"	"secondary"	"no"	-806	"yes"	"yes"	"cellular"	24	"jul"	205	3	"no"
37	"blue-collar"	"married"	"secondary"	"no"	-26	"no"	"no"	"telephone"	17	"jul"	209	2	"no"
24	"blue-collar"	"single"	"primary"	"no"	388	"yes"	"no"	"cellular"	15	"may"	193	2	"no"
53	"technician"	"married"	"secondary"	"no"	1389	"no"	"no"	"telephone"	30	"jul"	34	4	"no"
30	"entrepreneur"	"married"	"secondary"	"no"	-346	"yes"	"yes"	"cellular"	22	"jul"	88	1	"no"
41	"housemaid"	"married"	"primary"	"no"	216	"no"	"no"	"cellular"	13	"aug"	152	2	"no"
46	"management"	"married"	"secondary"	"no"	0	"no"	"no"	"cellular"	27	"aug"	38	6	"no"
25	"technician"	"single"	"secondary"	"no"	276	"yes"	"no"	"unknown"	12	"may"	268	4	"no"
46	"unemployed"	"married"	"secondary"	"no"	2940	"yes"	"no"	"unknown"	29	"may"	195	2	"no"
53	"technician"	"married"	"primary"	"no"	44	"no"	"no"	"unknown"	6	"jun"	256	1	"no"
40	"services"	"married"	"secondary"	"no"	278	"yes"	"no"	"cellular"	18	"may"	9	5	"no"
26	"student"	"single"	"secondary"	"no"	611	"no"	"no"	"cellular"	5	"jun"	455	3	"no"
35	"blue-collar"	"married"	"secondary"	"no"	1312	"yes"	"no"	"cellular"	18	"may"	224	1	"no"
57	"retired"	"married"	"secondary"	"no"	211	"yes"	"no"	"unknown"	5	"may"	248	2	"no"
48	"services"	"married"	"secondary"	"no"	2409	"yes"	"no"	"cellular"	24	"jul"	533	2	"no"
42	"blue-collar"	"divorced"	"secondary"	"no"	1261	"yes"	"yes"	"cellular"	10	"jul"	272	1	"no"
45	"management"	"married"	"tertiary"	"no"	1493	"no"	"no"	"unknown"	16	"jun"	140	3	"no"
34	"admin."	"divorced"	"secondary"	"no"	531	"no"	"no"	"cellular"	4	"feb"	279	1	"no"
57	"services"	"single"	"secondary"	"no"	2236	"yes"	"no"	"unknown"	14	"may"	73	2	"no"
32	"blue-collar"	"married"	"secondary"	"no"	9	"yes"	"no"	"cellular"	17	"apr"	334	2	"no"
33	"blue-collar"	"married"	"primary"	"no"	332	"yes"	"no"	"unknown"	6	"may"	116	2	"no"
66	"self-employed"	"married"	"tertiary"	"no"	147	"no"	"no"	"telephone"	12	"jan"	411	1	"yes"
30	"entrepreneur"	"divorced"	"tertiary"	"no"	1192	"no"	"no"	"cellular"	29	"jan"	83	2	"no"
37	"technician"	"married"	"secondary"	"no"	261	"no"	"no"	"cellular"	29	"aug"	301	4	"no"
38	"blue-collar"	"married"	"primary"	"no"	-459	"yes"	"yes"	"cellular"	19	"nov"	219	2	"no"
31	"management"	"married"	"tertiary"	"no"	2937	"yes"	"no"	"cellular"	4	"feb"	173	1	"no"
51	"blue-collar"	"single"	"primary"	"no"	368	"yes"	"no"	"unknown"	9	"may"	205	1	"no"
39	"blue-collar"	"single"	"primary"	"no"	267	"no"	"no"	"cellular"	18	"nov"	322	1	"no"
39	"housemaid"	"single"	"primary"	"no"	1340	"no"	"no"	"unknown"	18	"jun"	113	2	"no"
58	"management"	"married"	"unknown"	"no"	0	"no"	"no"	"unknown"	11	"jun"	145	1	"no"
43	"management"	"married"	"tertiary"	"no"	1258	"no"	"no"	"unknown"	20	"oct"	312	1	"yes"
52	"technician"	"married"	"tertiary"	"no"	1785	"no"	"no"	"cellular"	13	"aug"	349	1	"no"
36	"management"	"married"	"tertiary"	"no"	909	"yes"	"yes"	"cellular"	25	"jul"	250	3	"no"
29	"technician"	"single"	"secondary"	"no"	0	"no"	"no"	"cellular"	28	"jan"	296	1	"no"
51	"blue-collar"	"married"	"primary"	"no"	440	"no"	"no"	"cellular"	11	"aug"	46	5	"no"
54	"self-employed"	"married"	"primary"	"no"	277	"yes"	"no"	"unknown"	2	"jun"	360	3	"no"
63	"admin."	"married"	"secondary"	"no"	0	"yes"	"no"	"cellular"	31	"aug"	253	5	"yes"
26	"services"	"single"	"secondary"	"no"	49	"no"	"no"	"cellular"	30	"jan"	397	1	"no"
42	"technician"	"married"	"secondary"	"no"	420	"yes"	"no"	"unknown"	8	"may"	94	1	"no"
57	"management"	"divorced"	"unknown"	"no"	0	"no"	"no"	"unknown"	16	"jun"	335	3	"no"
35	"entrepreneur"	"married"	"secondary"	"no"	24	"yes"	"no"	"unknown"	20	"may"	81	1	"no"
57	"blue-collar"	"married"	"unknown"	"no"	2449	"no"	"no"	"cellular"	13	"aug"	142	2	"no"
45	"management"	"married"	"tertiary"	"no"	0	"no"	"yes"	"cellular"	15	"jul"	112	4	"no"
34	"blue-collar"	"married"	"secondary"	"no"	-185	"yes"	"yes"	"unknown"	13	"may"	276	1	"no"
29	"admin."	"single"	"secondary"	"no"	788	"yes"	"no"	"cellular"	18	"jul"	264	2	"no"
52	"blue-collar"	"married"	"primary"	"no"	117	"no"	"yes"	"cellular"	24	"jul"	164	2	"no"
26	"blue-collar"	"single"	"secondary"	"no"	-188	"no"	"no"	"telephone"	16	"jul"	198	1	"no"
44	"technician"	"married"	"secondary"	"no"	1879	"yes"	"no"	"cellular"	11	"aug"	88	4	"no"
33	"management"	"single"	"tertiary"	"no"	-53	"no"	"no"	"cellular"	29	"jan"	617	2	"no"
49	"blue-collar"	"married"	"primary"	"no"	287	"yes"	"no"	"unknown"	29	"may"	155	2	"no"
53	"unemployed"	"married"	"secondary"	"yes"	-233	"yes"	"no"	"cellular"	11	"may"	133	3	"no"
33	"blue-collar"	"divorced"	"secondary"	"no"	1	"no"	"no"	"unknown"	16	"jun"	66	5	"no"
54	"unknown"	"married"	"unknown"	"no"	390	"no"	"no"	"cellular"	20	"aug"	68	5	"no"
39	"technician"	"single"	"secondary"	"no"	316	"no"	"no"	"cellular"	8	"aug"	100	1	"no"
37	"blue-collar"	"married"	"unknown"	"no"	-118	"yes"	"no"	"cellular"	18	"may"	21	2	"no"
34	"services"	"single"	"secondary"	"no"	1239	"yes"	"no"	"unknown"	23	"may"	164	1	"no"
57	"retired"	"married"	"primary"	"no"	75	"no"	"no"	"cellular"	28	"aug"	118	2	"no"
51	"admin."	"married"	"secondary"	"no"	0	"no"	"no"	"cellular"	21	"jul"	130	1	"no"
36	"management"	"married"	"tertiary"	"no"	348	"no"	"yes"	"cellular"	22	"jul"	307	1	"no"
36	"management"	"married"	"tertiary"	"no"	-92	"no"	"yes"	"cellular"	18	"nov"	196	3	"no"
51	"technician"	"divorced"	"secondary"	"no"	329	"yes"	"no"	"unknown"	28	"may"	191	5	"no"
41	"technician"	"married"	"secondary"	"no"	1385	"no"	"no"	"unknown"	17	"jun"	145	1	"no"
35	"blue-collar"	"single"	"primary"	"no"	-759	"yes"	"no"	"cellular"	31	"jul"	142	2	"no"
45	"admin."	"married"	"secondary"	"no"	43	"no"	"no"	"cellular"	12	"aug"	114	4	"no"
