"age"	"marital"	"education"	"default"	"balance"	"housing"	"loan"	"day"	"duration"	"campaign"	"y"
51	"married"	"secondary"	"no"	950	"no"	"no"	19	377	2	"no"
34	"single"	"secondary"	"no"	1239	"yes"	"no"	23	164	1	"no"
47	"married"	"secondary"	"no"	387	"yes"	"no"	7	122	2	"no"
24	"married"	"secondary"	"no"	51	"yes"	"yes"	15	187	2	"no"
43	"married"	"tertiary"	"no"	0	"no"	"no"	2	319	2	"no"
33	"married"	"secondary"	"no"	1844	"yes"	"no"	29	241	3	"no"
55	"married"	"secondary"	"no"	388	"no"	"no"	12	187	2	"no"
56	"married"	"secondary"	"no"	203	"yes"	"no"	5	335	3	"no"
23	"single"	"secondary"	"no"	-39	"yes"	"yes"	9	142	2	"no"
24	"married"	"secondary"	"no"	94	"yes"	"no"	12	166	2	"no"
43	"married"	"secondary"	"no"	-26	"yes"	"no"	16	343	1	"no"
50	"divorced"	"secondary"	"no"	330	"yes"	"yes"	18	281	1	"no"
53	"married"	"primary"	"no"	995	"no"	"no"	4	200	3	"no"
34	"single"	"tertiary"	"no"	966	"yes"	"no"	12	204	3	"no"
36	"married"	"tertiary"	"no"	699	"no"	"no"	23	125	1	"no"
35	"single"	"primary"	"no"	2355	"yes"	"no"	16	101	1	"no"
32	"married"	"secondary"	"no"	118	"yes"	"no"	15	20	6	"no"
36	"married"	"primary"	"no"	711	"yes"	"no"	23	154	2	"no"
58	"married"	"tertiary"	"no"	591	"yes"	"no"	30	233	3	"no"
50	"divorced"	"secondary"	"no"	-35	"yes"	"no"	18	207	5	"no"
35	"married"	"tertiary"	"no"	-31	"yes"	"no"	21	171	2	"no"
44	"married"	"secondary"	"no"	135	"yes"	"no"	8	262	3	"no"
46	"married"	"secondary"	"no"	0	"no"	"no"	27	38	6	"no"
42	"married"	"secondary"	"no"	275	"yes"	"no"	6	139	6	"no"
34	"single"	"secondary"	"no"	10	"no"	"yes"	29	310	3	"no"
24	"single"	"secondary"	"no"	630	"yes"	"no"	16	296	1	"no"
32	"married"	"tertiary"	"no"	463	"yes"	"no"	13	128	2	"no"
29	"single"	"tertiary"	"no"	-11	"yes"	"no"	14	164	2	"no"
49	"married"	"tertiary"	"no"	503	"yes"	"no"	21	507	1	"no"
34	"married"	"secondary"	"no"	550	"no"	"yes"	9	601	1	"no"
28	"single"	"tertiary"	"no"	0	"yes"	"no"	21	479	1	"no"
45	"married"	"tertiary"	"no"	2316	"yes"	"no"	26	97	3	"no"
39	"single"	"secondary"	"no"	573	"yes"	"no"	7	329	1	"no"
34	"single"	"tertiary"	"no"	6	"no"	"no"	20	501	2	"no"
27	"single"	"secondary"	"no"	760	"no"	"no"	28	177	2	"no"
46	"married"	"secondary"	"yes"	130	"no"	"no"	20	95	2	"no"
28	"single"	"tertiary"	"no"	836	"yes"	"no"	19	36	1	"no"
32	"single"	"secondary"	"no"	89	"yes"	"yes"	8	308	3	"no"
35	"single"	"tertiary"	"no"	51	"no"	"no"	18	90	5	"no"
34	"married"	"unknown"	"no"	0	"yes"	"no"	7	183	1	"no"
42	"married"	"tertiary"	"no"	2821	"no"	"no"	11	203	2	"no"
60	"married"	"secondary"	"no"	-1110	"yes"	"no"	6	143	2	"no"
28	"married"	"primary"	"no"	507	"yes"	"no"	16	359	1	"no"
55	"married"	"primary"	"no"	332	"yes"	"no"	8	318	2	"no"
37	"married"	"secondary"	"no"	0	"yes"	"no"	23	412	6	"no"
34	"divorced"	"tertiary"	"no"	182	"yes"	"no"	2	170	1	"no"
36	"married"	"secondary"	"no"	718	"yes"	"no"	28	91	3	"no"
55	"married"	"primary"	"no"	2074	"no"	"no"	20	19	4	"no"
45	"married"	"secondary"	"no"	215	"yes"	"yes"	15	14	4	"no"
32	"single"	"tertiary"	"no"	586	"yes"	"no"	9	12	5	"no"
35	"single"	"secondary"	"no"	1	"no"	"no"	30	66	4	"no"
48	"single"	"primary"	"no"	244	"yes"	"no"	15	54	5	"no"
34	"married"	"secondary"	"no"	79	"yes"	"no"	23	83	1	"no"
31	"single"	"tertiary"	"no"	98	"no"	"yes"	18	85	2	"no"
42	"single"	"tertiary"	"no"	270	"yes"	"no"	31	68	5	"no"
50	"married"	"secondary"	"no"	-221	"no"	"yes"	3	90	1	"no"
51	"married"	"secondary"	"no"	73	"no"	"no"	21	195	1	"no"
36	"married"	"secondary"	"no"	295	"no"	"no"	12	129	6	"no"
43	"married"	"secondary"	"no"	3	"no"	"no"	21	231	2	"no"
33	"married"	"tertiary"	"no"	546	"yes"	"yes"	9	253	1	"no"
49	"married"	"secondary"	"no"	1219	"yes"	"no"	26	168	5	"no"
60	"married"	"unknown"	"no"	1088	"yes"	"no"	26	149	1	"no"
21	"single"	"unknown"	"no"	200	"no"	"no"	1	8	1	"no"
55	"divorced"	"secondary"	"no"	166	"no"	"no"	20	84	4	"no"
41	"married"	"secondary"	"no"	356	"yes"	"no"	14	90	5	"no"
50	"married"	"secondary"	"yes"	-437	"yes"	"yes"	17	83	1	"no"
47	"married"	"secondary"	"no"	306	"yes"	"no"	20	20	2	"no"
31	"single"	"tertiary"	"no"	645	"yes"	"no"	6	14	6	"no"
48	"married"	"tertiary"	"no"	161	"yes"	"no"	20	207	1	"no"
33	"married"	"tertiary"	"no"	2750	"no"	"no"	5	242	1	"no"
32	"single"	"tertiary"	"no"	631	"no"	"no"	26	145	5	"no"
29	"single"	"secondary"	"no"	488	"yes"	"no"	4	105	1	"no"
41	"married"	"secondary"	"no"	1471	"yes"	"no"	18	233	2	"no"
31	"married"	"secondary"	"no"	7	"no"	"no"	6	116	6	"no"
42	"married"	"secondary"	"no"	-129	"yes"	"no"	3	175	1	"no"
46	"married"	"primary"	"no"	2023	"yes"	"no"	21	118	1	"no"
43	"married"	"primary"	"no"	18	"yes"	"yes"	15	192	3	"no"
