"age"	"workclass"	"fntwgt"	"education"	"educationNum"	"maritalStatus"	"occupation"	"relationship"	"race"	"sex"	"capitalGain"	"capitalLoss"	"hoursPerWeek"	"nativeCountry"	"salary"	"salres"
33	"Private"	273243	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"Black"	"Male"	0	0	40	"United-States"	"<=50K"	0
36	"Private"	158592	"11th"	7	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	0	0	50	"United-States"	"<=50K"	0
27	"Private"	162343	"Bachelors"	13	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	0	0	40	"Dominican-Republic"	"<=50K"	0
28	"Private"	114158	"Bachelors"	13	"Never-married"	"Prof-specialty"	"Own-child"	"White"	"Female"	0	0	15	"United-States"	"<=50K"	0
28	"Private"	67386	"HS-grad"	9	"Never-married"	"Other-service"	"Unmarried"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
47	"Private"	97419	"HS-grad"	9	"Married-civ-spouse"	"Protective-serv"	"Wife"	"Black"	"Female"	0	0	40	"United-States"	"<=50K"	0
25	"Private"	60485	"Some-college"	10	"Never-married"	"Adm-clerical"	"Own-child"	"White"	"Female"	0	0	30	"United-States"	"<=50K"	0
27	"Private"	36440	"Bachelors"	13	"Never-married"	"Sales"	"Not-in-family"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
44	"Private"	83508	"Prof-school"	15	"Divorced"	"Prof-specialty"	"Not-in-family"	"White"	"Female"	2354	0	99	"United-States"	"<=50K"	0
59	"Private"	361494	"HS-grad"	9	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	0	0	40	"United-States"	">50K"	1
32	"Private"	348152	"Masters"	14	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	0	0	40	"United-States"	">50K"	1
50	"Self-emp-not-inc"	89737	"Some-college"	10	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	0	0	48	"United-States"	"<=50K"	0
37	"Private"	545483	"Assoc-acdm"	12	"Married-civ-spouse"	"Farming-fishing"	"Husband"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
74	"Private"	97167	"HS-grad"	9	"Married-civ-spouse"	"Other-service"	"Husband"	"White"	"Male"	0	0	15	"United-States"	"<=50K"	0
47	"Private"	148724	"HS-grad"	9	"Married-civ-spouse"	"Sales"	"Husband"	"Black"	"Male"	0	0	40	"United-States"	"<=50K"	0
64	"Self-emp-not-inc"	388625	"10th"	6	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	0	0	10	"United-States"	">50K"	1
44	"Private"	123983	"Bachelors"	13	"Divorced"	"Other-service"	"Not-in-family"	"Asian-Pac-Islander"	"Male"	0	0	40	"China"	"<=50K"	0
32	"Private"	194426	"Bachelors"	13	"Married-civ-spouse"	"Tech-support"	"Husband"	"White"	"Male"	15024	0	40	"United-States"	">50K"	1
69	"Self-emp-not-inc"	89477	"Some-college"	10	"Widowed"	"Farming-fishing"	"Not-in-family"	"White"	"Female"	0	0	14	"United-States"	"<=50K"	0
61	"Private"	120939	"Prof-school"	15	"Married-civ-spouse"	"Transport-moving"	"Husband"	"White"	"Male"	0	0	5	"United-States"	">50K"	1
56	"Local-gov"	435836	"Masters"	14	"Divorced"	"Prof-specialty"	"Not-in-family"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
22	"Private"	161532	"Some-college"	10	"Never-married"	"Handlers-cleaners"	"Own-child"	"White"	"Male"	0	0	35	"United-States"	"<=50K"	0
59	"Private"	159048	"HS-grad"	9	"Divorced"	"Other-service"	"Not-in-family"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
24	"Private"	117363	"Bachelors"	13	"Never-married"	"Sales"	"Own-child"	"White"	"Female"	0	0	35	"United-States"	"<=50K"	0
35	"Private"	115792	"Bachelors"	13	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	0	0	55	"United-States"	"<=50K"	0
33	"Local-gov"	281784	"Bachelors"	13	"Never-married"	"Tech-support"	"Not-in-family"	"Black"	"Male"	0	1564	52	"United-States"	">50K"	1
22	"Private"	134746	"10th"	6	"Married-civ-spouse"	"Sales"	"Wife"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
39	"Private"	67433	"Bachelors"	13	"Never-married"	"Exec-managerial"	"Not-in-family"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
30	"Private"	349148	"Bachelors"	13	"Never-married"	"Prof-specialty"	"Not-in-family"	"White"	"Male"	0	0	70	"United-States"	"<=50K"	0
21	"Private"	27049	"HS-grad"	9	"Never-married"	"Priv-house-serv"	"Not-in-family"	"White"	"Female"	0	0	25	"United-States"	"<=50K"	0
37	"Private"	405644	"1st-4th"	2	"Married-spouse-absent"	"Farming-fishing"	"Other-relative"	"White"	"Male"	0	0	77	"Mexico"	"<=50K"	0
22	"Self-emp-inc"	150683	"HS-grad"	9	"Never-married"	"Machine-op-inspct"	"Own-child"	"White"	"Male"	0	0	24	"United-States"	"<=50K"	0
28	"Private"	166320	"HS-grad"	9	"Never-married"	"Prof-specialty"	"Not-in-family"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
24	"Local-gov"	32950	"Bachelors"	13	"Never-married"	"Prof-specialty"	"Not-in-family"	"White"	"Male"	0	0	35	"United-States"	"<=50K"	0
35	"Private"	335704	"Assoc-acdm"	12	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	0	0	60	"United-States"	"<=50K"	0
45	"Private"	353012	"HS-grad"	9	"Divorced"	"Transport-moving"	"Not-in-family"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
37	"Private"	405284	"Bachelors"	13	"Never-married"	"Prof-specialty"	"Not-in-family"	"White"	"Female"	0	1340	42	"United-States"	"<=50K"	0
25	"State-gov"	260754	"Bachelors"	13	"Never-married"	"Protective-serv"	"Not-in-family"	"Black"	"Male"	0	0	40	"United-States"	"<=50K"	0
18	"Private"	177722	"HS-grad"	9	"Never-married"	"Other-service"	"Own-child"	"White"	"Female"	0	0	20	"United-States"	"<=50K"	0
35	"Private"	199753	"HS-grad"	9	"Never-married"	"Machine-op-inspct"	"Own-child"	"White"	"Male"	0	0	48	"United-States"	"<=50K"	0
24	"Private"	228686	"Some-college"	10	"Never-married"	"Other-service"	"Not-in-family"	"White"	"Male"	0	0	45	"United-States"	"<=50K"	0
46	"Private"	165138	"Assoc-voc"	11	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
29	"Private"	51944	"HS-grad"	9	"Married-civ-spouse"	"Other-service"	"Wife"	"White"	"Female"	4386	0	40	"United-States"	">50K"	1
43	"Private"	269015	"HS-grad"	9	"Married-civ-spouse"	"Machine-op-inspct"	"Husband"	"Black"	"Male"	0	0	40	"Germany"	">50K"	1
39	"Self-emp-inc"	131288	"Assoc-acdm"	12	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	5178	0	48	"United-States"	">50K"	1
34	"Private"	199227	"Some-college"	10	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	0	0	55	"United-States"	"<=50K"	0
55	"Local-gov"	135439	"Bachelors"	13	"Widowed"	"Prof-specialty"	"Not-in-family"	"White"	"Female"	0	0	48	"United-States"	"<=50K"	0
34	"Private"	134737	"Assoc-voc"	11	"Married-civ-spouse"	"Machine-op-inspct"	"Husband"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
20	"Private"	266525	"Some-college"	10	"Never-married"	"Prof-specialty"	"Other-relative"	"Black"	"Female"	594	0	20	"United-States"	"<=50K"	0
27	"Private"	35032	"Some-college"	10	"Married-civ-spouse"	"Handlers-cleaners"	"Husband"	"White"	"Male"	0	0	40	"United-States"	">50K"	1
55	"Local-gov"	223716	"Some-college"	10	"Divorced"	"Exec-managerial"	"Not-in-family"	"Amer-Indian-Eskimo"	"Female"	0	0	40	"United-States"	"<=50K"	0
28	"Private"	88419	"HS-grad"	9	"Never-married"	"Exec-managerial"	"Not-in-family"	"Asian-Pac-Islander"	"Female"	0	0	40	"England"	"<=50K"	0
20	"Private"	204641	"HS-grad"	9	"Never-married"	"Adm-clerical"	"Own-child"	"White"	"Male"	0	0	20	"United-States"	"<=50K"	0
31	"Private"	192900	"Some-college"	10	"Never-married"	"Other-service"	"Not-in-family"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
31	"Private"	257644	"HS-grad"	9	"Never-married"	"Prof-specialty"	"Not-in-family"	"White"	"Male"	0	0	43	"United-States"	"<=50K"	0
54	"Self-emp-not-inc"	104748	"10th"	6	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	0	0	65	"United-States"	"<=50K"	0
34	"Private"	176469	"Bachelors"	13	"Never-married"	"Sales"	"Not-in-family"	"White"	"Male"	0	0	38	"United-States"	"<=50K"	0
46	"State-gov"	119904	"Prof-school"	15	"Never-married"	"Prof-specialty"	"Not-in-family"	"White"	"Female"	0	1564	55	"United-States"	">50K"	1
48	"Private"	216734	"Some-college"	10	"Divorced"	"Exec-managerial"	"Not-in-family"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
29	"Private"	133420	"Some-college"	10	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	5013	0	40	"United-States"	"<=50K"	0
22	"Private"	181313	"Assoc-voc"	11	"Never-married"	"Other-service"	"Not-in-family"	"White"	"Female"	0	0	30	"United-States"	"<=50K"	0
46	"Private"	214955	"Assoc-acdm"	12	"Divorced"	"Prof-specialty"	"Unmarried"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
54	"Local-gov"	182388	"HS-grad"	9	"Married-civ-spouse"	"Other-service"	"Wife"	"White"	"Female"	0	0	35	"United-States"	"<=50K"	0
29	"Private"	204984	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	0	0	50	"United-States"	"<=50K"	0
30	"Private"	248384	"HS-grad"	9	"Divorced"	"Other-service"	"Unmarried"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
32	"Private"	46691	"Bachelors"	13	"Never-married"	"Adm-clerical"	"Not-in-family"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
26	"Self-emp-not-inc"	213258	"HS-grad"	9	"Divorced"	"Farming-fishing"	"Unmarried"	"White"	"Male"	0	0	65	"United-States"	"<=50K"	0
19	"Private"	238474	"11th"	7	"Never-married"	"Machine-op-inspct"	"Own-child"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
20	"Private"	148409	"Some-college"	10	"Never-married"	"Sales"	"Other-relative"	"White"	"Male"	1055	0	20	"United-States"	"<=50K"	0
64	"Local-gov"	202984	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	3137	0	40	"United-States"	"<=50K"	0
17	"Private"	127366	"11th"	7	"Never-married"	"Sales"	"Own-child"	"White"	"Female"	0	0	8	"United-States"	"<=50K"	0
24	"Private"	211129	"Bachelors"	13	"Never-married"	"Sales"	"Own-child"	"White"	"Female"	0	0	35	"United-States"	"<=50K"	0
36	"Private"	141420	"Bachelors"	13	"Divorced"	"Handlers-cleaners"	"Not-in-family"	"White"	"Male"	0	0	30	"United-States"	"<=50K"	0
49	"Self-emp-not-inc"	148254	"HS-grad"	9	"Divorced"	"Farming-fishing"	"Not-in-family"	"White"	"Female"	0	0	28	"United-States"	"<=50K"	0
31	"Private"	182896	"HS-grad"	9	"Never-married"	"Craft-repair"	"Not-in-family"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
21	"Private"	29810	"HS-grad"	9	"Never-married"	"Other-service"	"Not-in-family"	"White"	"Female"	0	0	50	"United-States"	"<=50K"	0
33	"Private"	201988	"Masters"	14	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	0	0	45	"United-States"	"<=50K"	0
30	"State-gov"	343789	"Some-college"	10	"Married-civ-spouse"	"Adm-clerical"	"Husband"	"White"	"Male"	0	0	40	"United-States"	">50K"	1
43	"Private"	218558	"Bachelors"	13	"Married-spouse-absent"	"Prof-specialty"	"Not-in-family"	"White"	"Male"	3325	0	40	"United-States"	"<=50K"	0
52	"Private"	208302	"HS-grad"	9	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	0	0	36	"United-States"	"<=50K"	0
38	"Private"	31069	"Assoc-voc"	11	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	4386	0	40	"United-States"	">50K"	1
25	"Federal-gov"	55636	"HS-grad"	9	"Never-married"	"Handlers-cleaners"	"Not-in-family"	"Amer-Indian-Eskimo"	"Male"	0	0	40	"United-States"	"<=50K"	0
26	"Private"	109419	"Assoc-voc"	11	"Never-married"	"Adm-clerical"	"Not-in-family"	"White"	"Female"	0	0	45	"United-States"	"<=50K"	0
47	"Private"	138107	"Bachelors"	13	"Divorced"	"Exec-managerial"	"Not-in-family"	"White"	"Male"	0	2258	40	"United-States"	">50K"	1
37	"Private"	111499	"Some-college"	10	"Never-married"	"Exec-managerial"	"Not-in-family"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
33	"Private"	144064	"Doctorate"	16	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	0	0	55	"United-States"	">50K"	1
44	"Local-gov"	151089	"HS-grad"	9	"Married-civ-spouse"	"Machine-op-inspct"	"Husband"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
23	"State-gov"	101094	"Some-college"	10	"Never-married"	"Protective-serv"	"Own-child"	"White"	"Male"	0	0	60	"United-States"	"<=50K"	0
18	"Private"	92112	"HS-grad"	9	"Never-married"	"Other-service"	"Own-child"	"White"	"Female"	0	0	30	"United-States"	"<=50K"	0
60	"Private"	163665	"Some-college"	10	"Married-civ-spouse"	"Protective-serv"	"Husband"	"White"	"Male"	0	0	16	"United-States"	">50K"	1
81	"Self-emp-not-inc"	193237	"1st-4th"	2	"Widowed"	"Sales"	"Other-relative"	"White"	"Male"	0	0	45	"Mexico"	"<=50K"	0
47	"Private"	133758	"HS-grad"	9	"Divorced"	"Exec-managerial"	"Not-in-family"	"White"	"Female"	0	1974	40	"United-States"	"<=50K"	0
19	"Private"	274830	"HS-grad"	9	"Never-married"	"Other-service"	"Own-child"	"White"	"Female"	0	0	15	"United-States"	"<=50K"	0
42	"Local-gov"	109684	"Masters"	14	"Never-married"	"Prof-specialty"	"Not-in-family"	"White"	"Female"	0	1741	35	"United-States"	"<=50K"	0
29	"Private"	203797	"Some-college"	10	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"Black"	"Male"	0	0	40	"United-States"	"<=50K"	0
51	"Private"	106819	"7th-8th"	4	"Never-married"	"Handlers-cleaners"	"Own-child"	"White"	"Male"	0	0	19	"United-States"	"<=50K"	0
42	"State-gov"	117583	"Doctorate"	16	"Divorced"	"Prof-specialty"	"Not-in-family"	"White"	"Female"	8614	0	60	"United-States"	">50K"	1
23	"Private"	189017	"Bachelors"	13	"Never-married"	"Sales"	"Not-in-family"	"White"	"Male"	0	0	55	"United-States"	"<=50K"	0
34	"Self-emp-not-inc"	226296	"HS-grad"	9	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	0	0	51	"United-States"	"<=50K"	0
42	"Federal-gov"	91468	"HS-grad"	9	"Divorced"	"Adm-clerical"	"Not-in-family"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
43	"Private"	88233	"Some-college"	10	"Married-civ-spouse"	"Transport-moving"	"Husband"	"White"	"Male"	0	0	60	"United-States"	"<=50K"	0
20	"Private"	86143	"Some-college"	10	"Never-married"	"Other-service"	"Other-relative"	"Asian-Pac-Islander"	"Male"	0	0	30	"United-States"	"<=50K"	0
54	"Private"	174655	"HS-grad"	9	"Married-civ-spouse"	"Adm-clerical"	"Husband"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
41	"Private"	163322	"11th"	7	"Divorced"	"Exec-managerial"	"Unmarried"	"White"	"Female"	0	0	36	"United-States"	"<=50K"	0
48	"Self-emp-not-inc"	117849	"Some-college"	10	"Never-married"	"Other-service"	"Not-in-family"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
23	"Private"	227594	"HS-grad"	9	"Never-married"	"Adm-clerical"	"Not-in-family"	"White"	"Female"	0	0	30	"United-States"	"<=50K"	0
41	"Private"	162189	"HS-grad"	9	"Never-married"	"Machine-op-inspct"	"Own-child"	"White"	"Female"	1831	0	40	"Peru"	"<=50K"	0
29	"Private"	130045	"7th-8th"	4	"Married-civ-spouse"	"Other-service"	"Wife"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
35	"Self-emp-inc"	187053	"Bachelors"	13	"Separated"	"Prof-specialty"	"Not-in-family"	"White"	"Female"	0	0	50	"United-States"	"<=50K"	0
23	"Private"	192978	"HS-grad"	9	"Married-civ-spouse"	"Handlers-cleaners"	"Husband"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
51	"Self-emp-not-inc"	111939	"HS-grad"	9	"Married-civ-spouse"	"Transport-moving"	"Husband"	"White"	"Male"	0	0	35	"United-States"	">50K"	1
24	"Private"	218678	"Bachelors"	13	"Never-married"	"Sales"	"Own-child"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
36	"State-gov"	179488	"Bachelors"	13	"Married-civ-spouse"	"Protective-serv"	"Husband"	"White"	"Male"	7298	0	55	"United-States"	">50K"	1
49	"Private"	227800	"7th-8th"	4	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	0	0	32	"United-States"	"<=50K"	0
23	"Private"	242375	"HS-grad"	9	"Never-married"	"Other-service"	"Not-in-family"	"White"	"Female"	0	0	30	"United-States"	"<=50K"	0
42	"Self-emp-not-inc"	102069	"7th-8th"	4	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	0	0	30	"United-States"	"<=50K"	0
34	"Self-emp-not-inc"	80933	"HS-grad"	9	"Divorced"	"Farming-fishing"	"Not-in-family"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
46	"Private"	247286	"Some-college"	10	"Divorced"	"Sales"	"Unmarried"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
27	"Self-emp-not-inc"	259873	"HS-grad"	9	"Married-civ-spouse"	"Other-service"	"Husband"	"Black"	"Male"	0	0	60	"United-States"	">50K"	1
23	"Private"	219835	"Some-college"	10	"Never-married"	"Protective-serv"	"Own-child"	"White"	"Male"	0	0	40	"Mexico"	"<=50K"	0
44	"Self-emp-not-inc"	201742	"Bachelors"	13	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	0	2415	50	"United-States"	">50K"	1
60	"Private"	145493	"Some-college"	10	"Divorced"	"Adm-clerical"	"Not-in-family"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
32	"Private"	329993	"Some-college"	10	"Married-civ-spouse"	"Transport-moving"	"Husband"	"White"	"Male"	0	0	50	"United-States"	"<=50K"	0
33	"State-gov"	332379	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	0	0	40	"United-States"	">50K"	1
26	"Private"	34112	"Assoc-voc"	11	"Never-married"	"Other-service"	"Not-in-family"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
52	"Private"	191529	"Some-college"	10	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	0	1740	60	"United-States"	"<=50K"	0
40	"Private"	214010	"Bachelors"	13	"Never-married"	"Other-service"	"Not-in-family"	"White"	"Male"	0	0	37	"United-States"	"<=50K"	0
39	"Federal-gov"	235485	"Assoc-acdm"	12	"Never-married"	"Exec-managerial"	"Not-in-family"	"White"	"Male"	0	0	42	"United-States"	"<=50K"	0
38	"Private"	193815	"Masters"	14	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	0	0	45	"United-States"	">50K"	1
39	"Private"	491000	"Bachelors"	13	"Never-married"	"Exec-managerial"	"Other-relative"	"Black"	"Male"	0	0	45	"United-States"	"<=50K"	0
56	"Self-emp-not-inc"	50791	"Masters"	14	"Divorced"	"Sales"	"Not-in-family"	"White"	"Male"	0	1876	60	"United-States"	"<=50K"	0
41	"Private"	107306	"HS-grad"	9	"Never-married"	"Exec-managerial"	"Not-in-family"	"White"	"Male"	2174	0	40	"United-States"	"<=50K"	0
60	"Private"	132529	"HS-grad"	9	"Married-civ-spouse"	"Other-service"	"Husband"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
38	"Private"	359001	"Assoc-voc"	11	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	0	0	42	"United-States"	"<=50K"	0
26	"Private"	214413	"Some-college"	10	"Never-married"	"Craft-repair"	"Own-child"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
28	"Federal-gov"	341709	"HS-grad"	9	"Never-married"	"Craft-repair"	"Not-in-family"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
29	"Private"	55390	"Assoc-acdm"	12	"Never-married"	"Tech-support"	"Not-in-family"	"White"	"Male"	0	0	45	"United-States"	"<=50K"	0
46	"Private"	269045	"Prof-school"	15	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"Black"	"Male"	0	0	40	"United-States"	">50K"	1
34	"Local-gov"	117018	"Some-college"	10	"Never-married"	"Protective-serv"	"Not-in-family"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
17	"Private"	34019	"11th"	7	"Never-married"	"Other-service"	"Own-child"	"White"	"Male"	0	0	20	"United-States"	"<=50K"	0
39	"Private"	19914	"Some-college"	10	"Divorced"	"Adm-clerical"	"Unmarried"	"Amer-Indian-Eskimo"	"Female"	0	0	40	"United-States"	"<=50K"	0
55	"Private"	84774	"HS-grad"	9	"Married-civ-spouse"	"Priv-house-serv"	"Wife"	"White"	"Female"	0	0	30	"United-States"	"<=50K"	0
36	"Private"	275653	"7th-8th"	4	"Married-spouse-absent"	"Machine-op-inspct"	"Unmarried"	"White"	"Female"	2977	0	40	"Puerto-Rico"	"<=50K"	0
33	"Private"	318982	"Some-college"	10	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	0	0	45	"United-States"	">50K"	1
25	"Private"	213383	"Some-college"	10	"Never-married"	"Tech-support"	"Own-child"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
23	"Private"	154210	"Some-college"	10	"Never-married"	"Adm-clerical"	"Other-relative"	"Asian-Pac-Islander"	"Male"	0	0	14	"Puerto-Rico"	"<=50K"	0
45	"Self-emp-not-inc"	182677	"HS-grad"	9	"Married-spouse-absent"	"Craft-repair"	"Not-in-family"	"Asian-Pac-Islander"	"Male"	0	0	40	"Thailand"	"<=50K"	0
30	"Private"	182714	"Some-college"	10	"Never-married"	"Exec-managerial"	"Not-in-family"	"White"	"Female"	0	0	40	"England"	"<=50K"	0
35	"Private"	200445	"HS-grad"	9	"Never-married"	"Machine-op-inspct"	"Own-child"	"White"	"Male"	0	1974	40	"United-States"	"<=50K"	0
51	"Private"	215854	"Bachelors"	13	"Divorced"	"Prof-specialty"	"Not-in-family"	"White"	"Female"	0	0	50	"United-States"	"<=50K"	0
18	"Private"	198087	"HS-grad"	9	"Never-married"	"Sales"	"Own-child"	"White"	"Female"	0	0	30	"United-States"	"<=50K"	0
19	"Private"	219742	"Some-college"	10	"Never-married"	"Other-service"	"Own-child"	"White"	"Female"	0	0	15	"United-States"	"<=50K"	0
57	"Private"	191318	"Masters"	14	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	0	0	40	"United-States"	">50K"	1
39	"Private"	80638	"Some-college"	10	"Married-civ-spouse"	"Other-service"	"Husband"	"Asian-Pac-Islander"	"Male"	0	0	84	"United-States"	">50K"	1
27	"Private"	142075	"Some-college"	10	"Never-married"	"Other-service"	"Own-child"	"White"	"Male"	0	0	24	"United-States"	"<=50K"	0
36	"Private"	111128	"Some-college"	10	"Separated"	"Exec-managerial"	"Not-in-family"	"White"	"Male"	0	0	60	"United-States"	">50K"	1
30	"Private"	38848	"HS-grad"	9	"Married-civ-spouse"	"Transport-moving"	"Husband"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
46	"Private"	42251	"Some-college"	10	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	0	0	45	"United-States"	">50K"	1
54	"Local-gov"	375134	"Assoc-voc"	11	"Divorced"	"Craft-repair"	"Not-in-family"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
33	"Self-emp-not-inc"	33308	"Some-college"	10	"Never-married"	"Farming-fishing"	"Not-in-family"	"White"	"Male"	0	0	70	"United-States"	"<=50K"	0
30	"Self-emp-not-inc"	609789	"Assoc-voc"	11	"Never-married"	"Craft-repair"	"Not-in-family"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
22	"Private"	102632	"Some-college"	10	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	0	0	45	"United-States"	"<=50K"	0
56	"Private"	274475	"9th"	5	"Widowed"	"Sales"	"Unmarried"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
40	"Self-emp-not-inc"	33658	"HS-grad"	9	"Divorced"	"Craft-repair"	"Not-in-family"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
29	"Private"	189565	"HS-grad"	9	"Never-married"	"Exec-managerial"	"Not-in-family"	"White"	"Male"	2174	0	50	"United-States"	"<=50K"	0
31	"State-gov"	60186	"Bachelors"	13	"Divorced"	"Prof-specialty"	"Not-in-family"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
18	"Private"	139576	"HS-grad"	9	"Never-married"	"Adm-clerical"	"Own-child"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
39	"Self-emp-not-inc"	178948	"HS-grad"	9	"Married-civ-spouse"	"Farming-fishing"	"Wife"	"White"	"Female"	0	0	50	"United-States"	"<=50K"	0
36	"Private"	135289	"Bachelors"	13	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	0	0	48	"United-States"	">50K"	1
33	"Self-emp-not-inc"	222162	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
46	"Private"	167882	"HS-grad"	9	"Divorced"	"Tech-support"	"Not-in-family"	"White"	"Female"	0	0	43	"United-States"	"<=50K"	0
51	"Private"	99064	"Assoc-voc"	11	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	5013	0	40	"United-States"	"<=50K"	0
50	"Private"	129956	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	0	0	48	"United-States"	">50K"	1
22	"Private"	436798	"Some-college"	10	"Married-civ-spouse"	"Tech-support"	"Husband"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
20	"Private"	286391	"Some-college"	10	"Never-married"	"Adm-clerical"	"Own-child"	"White"	"Female"	2176	0	20	"United-States"	"<=50K"	0
43	"Private"	248186	"Assoc-acdm"	12	"Never-married"	"Adm-clerical"	"Not-in-family"	"White"	"Female"	0	0	38	"United-States"	"<=50K"	0
23	"Private"	213719	"Assoc-acdm"	12	"Never-married"	"Sales"	"Own-child"	"Black"	"Female"	0	0	36	"United-States"	"<=50K"	0
36	"Private"	129573	"Assoc-acdm"	12	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	0	0	60	"United-States"	">50K"	1
44	"Private"	63042	"Bachelors"	13	"Divorced"	"Exec-managerial"	"Own-child"	"White"	"Female"	0	0	50	"United-States"	">50K"	1
55	"Local-gov"	37869	"Doctorate"	16	"Never-married"	"Prof-specialty"	"Not-in-family"	"White"	"Female"	0	0	60	"United-States"	"<=50K"	0
