"age"	"job"	"marital"	"education"	"default"	"balance"	"housing"	"loan"	"contact"	"day"	"month"	"duration"	"campaign"	"pdays"	"previous"	"poutcome"	"y"
36	"technician"	"divorced"	"secondary"	"no"	861	"no"	"no"	"telephone"	29	"aug"	140	2	-1	0	"unknown"	"no"
54	"blue-collar"	"divorced"	"primary"	"no"	2062	"yes"	"no"	"unknown"	14	"may"	438	2	-1	0	"unknown"	"no"
45	"management"	"married"	"tertiary"	"no"	1447	"yes"	"yes"	"cellular"	7	"jul"	461	2	-1	0	"unknown"	"no"
54	"services"	"married"	"secondary"	"no"	1301	"yes"	"no"	"unknown"	13	"may"	173	1	-1	0	"unknown"	"no"
46	"technician"	"married"	"secondary"	"no"	0	"yes"	"no"	"cellular"	17	"nov"	96	1	-1	0	"unknown"	"no"
28	"unemployed"	"single"	"tertiary"	"no"	0	"yes"	"no"	"unknown"	5	"may"	125	2	-1	0	"unknown"	"no"
56	"services"	"married"	"secondary"	"no"	750	"no"	"yes"	"cellular"	11	"aug"	92	3	-1	0	"unknown"	"no"
48	"management"	"married"	"unknown"	"no"	970	"no"	"no"	"cellular"	31	"jul"	67	2	-1	0	"unknown"	"no"
47	"retired"	"married"	"primary"	"no"	-468	"no"	"yes"	"unknown"	25	"jun"	268	1	-1	0	"unknown"	"no"
60	"retired"	"married"	"secondary"	"no"	-1110	"yes"	"no"	"unknown"	6	"jun"	143	2	-1	0	"unknown"	"no"
50	"management"	"single"	"secondary"	"no"	431	"no"	"no"	"telephone"	4	"jun"	180	2	-1	0	"unknown"	"no"
46	"technician"	"married"	"secondary"	"no"	2149	"yes"	"no"	"cellular"	15	"apr"	282	2	-1	0	"unknown"	"yes"
31	"technician"	"married"	"secondary"	"no"	535	"no"	"no"	"cellular"	8	"aug"	81	2	-1	0	"unknown"	"no"
34	"blue-collar"	"married"	"primary"	"no"	428	"yes"	"no"	"cellular"	18	"may"	59	2	-1	0	"unknown"	"no"
28	"blue-collar"	"single"	"secondary"	"no"	2700	"no"	"no"	"cellular"	3	"feb"	337	4	-1	0	"unknown"	"no"
44	"blue-collar"	"married"	"unknown"	"no"	1149	"yes"	"no"	"cellular"	21	"nov"	67	5	-1	0	"unknown"	"no"
37	"technician"	"single"	"secondary"	"no"	255	"no"	"no"	"unknown"	5	"jun"	447	2	-1	0	"unknown"	"no"
37	"blue-collar"	"married"	"secondary"	"no"	-26	"no"	"no"	"telephone"	17	"jul"	209	2	-1	0	"unknown"	"no"
60	"housemaid"	"married"	"primary"	"no"	2580	"no"	"no"	"telephone"	4	"may"	15	5	-1	0	"unknown"	"no"
34	"entrepreneur"	"married"	"primary"	"no"	0	"yes"	"no"	"cellular"	11	"may"	547	1	-1	0	"unknown"	"no"
40	"management"	"divorced"	"secondary"	"no"	-626	"yes"	"no"	"cellular"	7	"jul"	140	4	-1	0	"unknown"	"no"
47	"services"	"married"	"secondary"	"no"	2	"no"	"no"	"cellular"	24	"jul"	237	2	-1	0	"unknown"	"no"
55	"management"	"married"	"unknown"	"no"	559	"no"	"no"	"cellular"	28	"jan"	271	2	-1	0	"unknown"	"no"
49	"admin."	"single"	"secondary"	"no"	780	"no"	"no"	"telephone"	3	"feb"	354	5	-1	0	"unknown"	"no"
44	"admin."	"married"	"secondary"	"no"	-314	"no"	"no"	"cellular"	18	"may"	144	3	-1	0	"unknown"	"no"
27	"management"	"single"	"secondary"	"no"	843	"no"	"no"	"cellular"	8	"jan"	187	1	-1	0	"unknown"	"yes"
30	"technician"	"single"	"secondary"	"no"	77	"no"	"yes"	"cellular"	8	"jul"	82	4	-1	0	"unknown"	"no"
55	"management"	"married"	"tertiary"	"no"	740	"no"	"no"	"cellular"	25	"aug"	57	3	-1	0	"unknown"	"no"
24	"blue-collar"	"married"	"secondary"	"no"	94	"yes"	"no"	"unknown"	12	"may"	166	2	-1	0	"unknown"	"no"
45	"technician"	"married"	"secondary"	"no"	639	"yes"	"no"	"unknown"	13	"may"	192	1	-1	0	"unknown"	"no"
29	"admin."	"single"	"secondary"	"no"	488	"yes"	"no"	"cellular"	4	"jun"	105	1	-1	0	"unknown"	"no"
53	"admin."	"divorced"	"secondary"	"no"	2647	"yes"	"no"	"cellular"	9	"apr"	494	1	-1	0	"unknown"	"no"
33	"self-employed"	"married"	"tertiary"	"no"	0	"yes"	"no"	"cellular"	19	"nov"	122	2	-1	0	"unknown"	"no"
31	"student"	"single"	"secondary"	"no"	0	"no"	"no"	"cellular"	22	"sep"	173	1	-1	0	"unknown"	"no"
37	"management"	"divorced"	"tertiary"	"yes"	26	"no"	"yes"	"cellular"	21	"nov"	22	1	-1	0	"unknown"	"no"
38	"technician"	"married"	"secondary"	"no"	253	"yes"	"no"	"unknown"	5	"may"	416	1	-1	0	"unknown"	"no"
57	"management"	"married"	"tertiary"	"no"	224	"yes"	"no"	"cellular"	24	"jul"	180	4	-1	0	"unknown"	"no"
37	"technician"	"married"	"secondary"	"no"	603	"no"	"no"	"unknown"	18	"jun"	339	2	-1	0	"unknown"	"no"
52	"blue-collar"	"married"	"primary"	"no"	306	"no"	"no"	"cellular"	28	"jan"	223	1	-1	0	"unknown"	"yes"
46	"technician"	"married"	"secondary"	"no"	1322	"yes"	"yes"	"cellular"	19	"nov"	514	1	-1	0	"unknown"	"no"
42	"blue-collar"	"divorced"	"primary"	"no"	419	"yes"	"yes"	"unknown"	14	"may"	96	4	-1	0	"unknown"	"no"
56	"self-employed"	"married"	"tertiary"	"no"	349	"yes"	"no"	"telephone"	4	"may"	186	4	-1	0	"unknown"	"no"
47	"housemaid"	"single"	"primary"	"no"	2785	"yes"	"no"	"cellular"	13	"may"	570	1	-1	0	"unknown"	"yes"
26	"student"	"single"	"secondary"	"no"	1209	"yes"	"no"	"cellular"	7	"may"	57	4	-1	0	"unknown"	"no"
35	"blue-collar"	"divorced"	"secondary"	"no"	52	"yes"	"no"	"unknown"	30	"may"	574	1	-1	0	"unknown"	"no"
45	"technician"	"married"	"secondary"	"no"	1395	"yes"	"no"	"cellular"	11	"aug"	243	4	-1	0	"unknown"	"no"
25	"technician"	"single"	"secondary"	"no"	218	"no"	"yes"	"cellular"	8	"jul"	272	1	-1	0	"unknown"	"no"
31	"blue-collar"	"married"	"secondary"	"no"	1914	"yes"	"no"	"unknown"	21	"may"	192	1	-1	0	"unknown"	"no"
33	"entrepreneur"	"married"	"tertiary"	"no"	-886	"yes"	"yes"	"cellular"	25	"aug"	103	6	-1	0	"unknown"	"no"
33	"blue-collar"	"married"	"secondary"	"no"	355	"yes"	"no"	"unknown"	4	"jun"	87	3	-1	0	"unknown"	"no"
49	"technician"	"single"	"secondary"	"no"	0	"yes"	"no"	"cellular"	26	"may"	223	1	-1	0	"unknown"	"no"
59	"services"	"married"	"primary"	"no"	64	"yes"	"yes"	"telephone"	12	"may"	370	2	-1	0	"unknown"	"no"
44	"technician"	"single"	"secondary"	"no"	54	"no"	"yes"	"cellular"	19	"aug"	199	2	-1	0	"unknown"	"no"
55	"blue-collar"	"married"	"secondary"	"no"	1164	"no"	"no"	"cellular"	18	"nov"	242	1	-1	0	"unknown"	"no"
50	"blue-collar"	"married"	"primary"	"no"	811	"no"	"no"	"unknown"	11	"jun"	103	3	-1	0	"unknown"	"no"
37	"unemployed"	"married"	"secondary"	"no"	80	"no"	"no"	"cellular"	3	"feb"	248	2	-1	0	"unknown"	"no"
32	"self-employed"	"divorced"	"primary"	"no"	0	"yes"	"no"	"cellular"	17	"apr"	232	2	-1	0	"unknown"	"no"
31	"blue-collar"	"married"	"secondary"	"no"	1779	"yes"	"no"	"unknown"	5	"jun"	85	2	-1	0	"unknown"	"no"
27	"technician"	"single"	"secondary"	"no"	1187	"no"	"no"	"cellular"	28	"jan"	120	2	-1	0	"unknown"	"no"
57	"retired"	"married"	"tertiary"	"no"	53	"no"	"no"	"telephone"	29	"jul"	539	2	-1	0	"unknown"	"no"
28	"blue-collar"	"single"	"unknown"	"no"	913	"yes"	"no"	"unknown"	27	"may"	580	2	-1	0	"unknown"	"no"
37	"self-employed"	"single"	"tertiary"	"no"	1758	"no"	"no"	"cellular"	8	"jun"	98	2	-1	0	"unknown"	"no"
35	"blue-collar"	"married"	"primary"	"no"	1177	"no"	"no"	"cellular"	8	"jun"	243	4	-1	0	"unknown"	"yes"
55	"services"	"divorced"	"secondary"	"no"	322	"yes"	"no"	"cellular"	28	"jan"	342	1	-1	0	"unknown"	"no"
46	"services"	"married"	"secondary"	"no"	216	"yes"	"no"	"unknown"	6	"may"	524	2	-1	0	"unknown"	"no"
38	"admin."	"divorced"	"secondary"	"no"	74	"yes"	"no"	"cellular"	23	"jul"	279	3	-1	0	"unknown"	"no"
50	"blue-collar"	"married"	"primary"	"no"	0	"no"	"no"	"cellular"	11	"aug"	72	5	-1	0	"unknown"	"no"
37	"blue-collar"	"divorced"	"secondary"	"no"	-271	"yes"	"no"	"unknown"	9	"may"	172	1	-1	0	"unknown"	"no"
57	"admin."	"divorced"	"primary"	"no"	987	"no"	"no"	"unknown"	16	"jun"	295	2	-1	0	"unknown"	"no"
35	"management"	"single"	"tertiary"	"no"	51	"no"	"no"	"cellular"	18	"aug"	90	5	-1	0	"unknown"	"no"
52	"admin."	"divorced"	"secondary"	"no"	48	"no"	"yes"	"cellular"	17	"nov"	591	1	-1	0	"unknown"	"no"
33	"services"	"married"	"secondary"	"no"	-232	"yes"	"no"	"unknown"	8	"may"	208	1	-1	0	"unknown"	"no"
56	"housemaid"	"married"	"primary"	"no"	445	"no"	"no"	"cellular"	21	"nov"	13	6	-1	0	"unknown"	"no"
29	"technician"	"single"	"tertiary"	"no"	405	"yes"	"no"	"unknown"	6	"may"	65	1	-1	0	"unknown"	"no"
27	"admin."	"divorced"	"secondary"	"no"	0	"no"	"yes"	"cellular"	14	"jul"	227	4	-1	0	"unknown"	"no"
29	"management"	"single"	"tertiary"	"no"	1739	"yes"	"no"	"cellular"	3	"jun"	114	1	-1	0	"unknown"	"no"
47	"services"	"married"	"secondary"	"no"	306	"yes"	"no"	"cellular"	20	"apr"	20	2	-1	0	"unknown"	"no"
40	"technician"	"married"	"secondary"	"no"	75	"yes"	"no"	"unknown"	16	"may"	259	1	-1	0	"unknown"	"no"
50	"management"	"married"	"tertiary"	"no"	2635	"no"	"no"	"cellular"	26	"may"	303	2	-1	0	"unknown"	"no"
49	"technician"	"divorced"	"secondary"	"no"	-403	"no"	"yes"	"cellular"	21	"jul"	482	2	-1	0	"unknown"	"no"
36	"blue-collar"	"divorced"	"secondary"	"no"	808	"no"	"no"	"unknown"	16	"jun"	163	1	-1	0	"unknown"	"no"
51	"blue-collar"	"married"	"primary"	"no"	173	"yes"	"no"	"unknown"	5	"may"	529	2	-1	0	"unknown"	"no"
43	"technician"	"married"	"secondary"	"no"	369	"yes"	"no"	"unknown"	4	"jun"	75	3	-1	0	"unknown"	"no"
31	"management"	"single"	"tertiary"	"no"	47	"no"	"no"	"cellular"	22	"aug"	361	4	-1	0	"unknown"	"no"
35	"management"	"married"	"tertiary"	"no"	495	"no"	"no"	"cellular"	2	"feb"	282	1	-1	0	"unknown"	"no"
41	"admin."	"married"	"secondary"	"no"	338	"yes"	"no"	"unknown"	16	"may"	121	1	-1	0	"unknown"	"no"
32	"blue-collar"	"married"	"secondary"	"no"	3166	"yes"	"no"	"cellular"	20	"nov"	418	3	-1	0	"unknown"	"no"
43	"unemployed"	"married"	"secondary"	"no"	1630	"no"	"no"	"cellular"	29	"jul"	153	3	-1	0	"unknown"	"no"
28	"blue-collar"	"single"	"secondary"	"no"	371	"yes"	"no"	"cellular"	23	"jul"	159	2	-1	0	"unknown"	"no"
45	"blue-collar"	"married"	"primary"	"no"	305	"yes"	"no"	"cellular"	4	"feb"	211	1	-1	0	"unknown"	"no"
40	"admin."	"divorced"	"secondary"	"no"	-541	"yes"	"yes"	"unknown"	28	"may"	270	4	-1	0	"unknown"	"no"
59	"retired"	"married"	"primary"	"no"	0	"no"	"no"	"cellular"	19	"aug"	288	2	-1	0	"unknown"	"no"
23	"management"	"single"	"unknown"	"no"	375	"yes"	"no"	"unknown"	9	"may"	194	3	-1	0	"unknown"	"no"
33	"management"	"single"	"tertiary"	"no"	99	"no"	"no"	"cellular"	8	"jul"	159	1	-1	0	"unknown"	"no"
47	"technician"	"married"	"tertiary"	"no"	213	"no"	"no"	"cellular"	1	"jun"	154	1	-1	0	"unknown"	"no"
41	"blue-collar"	"divorced"	"unknown"	"no"	19	"no"	"yes"	"cellular"	8	"jul"	514	5	-1	0	"unknown"	"no"
33	"admin."	"married"	"tertiary"	"no"	640	"no"	"no"	"cellular"	24	"jul"	318	1	-1	0	"unknown"	"no"
35	"blue-collar"	"single"	"secondary"	"no"	-482	"yes"	"no"	"unknown"	27	"may"	472	1	-1	0	"unknown"	"no"
57	"unemployed"	"married"	"secondary"	"no"	0	"no"	"no"	"unknown"	19	"jun"	97	1	-1	0	"unknown"	"no"
29	"services"	"single"	"secondary"	"no"	32	"yes"	"no"	"unknown"	4	"jun"	563	1	-1	0	"unknown"	"yes"
40	"technician"	"single"	"secondary"	"no"	34	"no"	"no"	"cellular"	20	"aug"	66	3	-1	0	"unknown"	"no"
60	"admin."	"divorced"	"secondary"	"no"	3020	"yes"	"no"	"unknown"	15	"may"	131	1	-1	0	"unknown"	"no"
25	"services"	"single"	"secondary"	"no"	5	"no"	"yes"	"cellular"	30	"jul"	84	6	-1	0	"unknown"	"no"
32	"technician"	"single"	"tertiary"	"no"	20	"yes"	"yes"	"cellular"	18	"aug"	193	5	-1	0	"unknown"	"no"
37	"blue-collar"	"married"	"unknown"	"no"	1795	"yes"	"no"	"unknown"	5	"jun"	511	1	-1	0	"unknown"	"no"
58	"blue-collar"	"divorced"	"primary"	"no"	835	"no"	"no"	"telephone"	3	"feb"	296	1	-1	0	"unknown"	"no"
65	"technician"	"married"	"secondary"	"no"	2303	"no"	"no"	"cellular"	1	"sep"	95	2	-1	0	"unknown"	"no"
46	"admin."	"married"	"primary"	"no"	96	"no"	"no"	"telephone"	4	"feb"	151	2	-1	0	"unknown"	"no"
36	"admin."	"single"	"secondary"	"no"	787	"no"	"no"	"unknown"	17	"jun"	92	1	-1	0	"unknown"	"no"
28	"services"	"married"	"secondary"	"no"	1394	"yes"	"no"	"cellular"	20	"apr"	293	2	-1	0	"unknown"	"no"
25	"blue-collar"	"single"	"unknown"	"no"	373	"yes"	"no"	"unknown"	27	"jun"	634	2	-1	0	"unknown"	"no"
55	"technician"	"divorced"	"tertiary"	"no"	0	"no"	"no"	"cellular"	18	"aug"	237	1	-1	0	"unknown"	"yes"
30	"management"	"single"	"tertiary"	"no"	9	"yes"	"yes"	"cellular"	15	"may"	582	2	-1	0	"unknown"	"no"
41	"housemaid"	"married"	"primary"	"no"	216	"no"	"no"	"cellular"	13	"aug"	152	2	-1	0	"unknown"	"no"
34	"blue-collar"	"married"	"primary"	"no"	698	"yes"	"no"	"cellular"	4	"may"	83	5	-1	0	"unknown"	"no"
43	"management"	"married"	"secondary"	"no"	373	"yes"	"no"	"unknown"	28	"may"	54	1	-1	0	"unknown"	"no"
44	"services"	"married"	"secondary"	"no"	-22	"yes"	"no"	"unknown"	15	"may"	37	1	-1	0	"unknown"	"no"
30	"technician"	"single"	"secondary"	"no"	58	"yes"	"no"	"cellular"	8	"aug"	116	2	-1	0	"unknown"	"no"
31	"blue-collar"	"married"	"secondary"	"no"	-596	"yes"	"no"	"cellular"	21	"jul"	147	1	-1	0	"unknown"	"no"
48	"blue-collar"	"single"	"primary"	"no"	755	"yes"	"no"	"cellular"	29	"jul"	65	2	-1	0	"unknown"	"no"
54	"blue-collar"	"divorced"	"primary"	"no"	190	"yes"	"no"	"unknown"	15	"may"	196	2	-1	0	"unknown"	"no"
45	"management"	"married"	"tertiary"	"no"	2316	"yes"	"no"	"unknown"	26	"may"	97	3	-1	0	"unknown"	"no"
42	"blue-collar"	"married"	"unknown"	"no"	1123	"yes"	"no"	"unknown"	29	"may"	105	3	-1	0	"unknown"	"no"
45	"blue-collar"	"divorced"	"primary"	"no"	2702	"no"	"no"	"cellular"	18	"nov"	110	1	-1	0	"unknown"	"no"
36	"blue-collar"	"married"	"primary"	"no"	111	"yes"	"no"	"unknown"	23	"may"	163	3	-1	0	"unknown"	"no"
49	"blue-collar"	"married"	"primary"	"no"	1898	"no"	"no"	"cellular"	21	"aug"	159	1	-1	0	"unknown"	"no"
60	"entrepreneur"	"married"	"secondary"	"no"	480	"no"	"yes"	"telephone"	15	"jul"	341	6	-1	0	"unknown"	"no"
23	"services"	"single"	"secondary"	"no"	-39	"yes"	"yes"	"unknown"	9	"may"	142	2	-1	0	"unknown"	"no"
33	"blue-collar"	"married"	"secondary"	"no"	-409	"yes"	"no"	"unknown"	3	"jun"	235	3	-1	0	"unknown"	"no"
42	"services"	"single"	"secondary"	"no"	182	"no"	"yes"	"cellular"	21	"jul"	394	2	-1	0	"unknown"	"no"
32	"entrepreneur"	"married"	"secondary"	"no"	126	"yes"	"yes"	"cellular"	23	"jul"	538	2	-1	0	"unknown"	"no"
38	"management"	"single"	"tertiary"	"no"	126	"yes"	"no"	"unknown"	30	"may"	355	2	-1	0	"unknown"	"no"
49	"admin."	"married"	"secondary"	"no"	-209	"no"	"no"	"unknown"	30	"may"	171	1	-1	0	"unknown"	"no"
28	"entrepreneur"	"single"	"tertiary"	"no"	135	"yes"	"no"	"unknown"	21	"may"	195	1	-1	0	"unknown"	"no"
32	"blue-collar"	"single"	"secondary"	"no"	2696	"yes"	"no"	"unknown"	21	"may"	445	1	-1	0	"unknown"	"no"
29	"technician"	"single"	"secondary"	"no"	1331	"yes"	"yes"	"cellular"	14	"may"	246	1	-1	0	"unknown"	"no"
36	"unemployed"	"married"	"secondary"	"no"	923	"no"	"no"	"unknown"	27	"sep"	6	1	-1	0	"unknown"	"no"
33	"services"	"married"	"tertiary"	"no"	570	"no"	"no"	"cellular"	25	"may"	70	1	-1	0	"unknown"	"no"
56	"technician"	"married"	"primary"	"no"	0	"yes"	"yes"	"cellular"	24	"jul"	84	1	-1	0	"unknown"	"no"
45	"services"	"divorced"	"secondary"	"no"	-179	"no"	"no"	"unknown"	3	"jul"	155	2	-1	0	"unknown"	"no"
24	"admin."	"single"	"secondary"	"no"	1295	"no"	"no"	"cellular"	21	"apr"	476	1	-1	0	"unknown"	"yes"
55	"blue-collar"	"married"	"secondary"	"no"	388	"no"	"no"	"cellular"	12	"aug"	187	2	-1	0	"unknown"	"no"
44	"blue-collar"	"married"	"primary"	"no"	711	"no"	"no"	"unknown"	17	"jun"	291	1	-1	0	"unknown"	"no"
26	"blue-collar"	"single"	"secondary"	"no"	-188	"no"	"no"	"telephone"	16	"jul"	198	1	-1	0	"unknown"	"no"
50	"management"	"married"	"secondary"	"no"	1457	"no"	"yes"	"cellular"	9	"jul"	167	1	-1	0	"unknown"	"no"
44	"management"	"single"	"tertiary"	"no"	1424	"yes"	"no"	"cellular"	8	"aug"	201	2	-1	0	"unknown"	"no"
55	"admin."	"divorced"	"secondary"	"no"	166	"no"	"no"	"unknown"	20	"jun"	84	4	-1	0	"unknown"	"no"
39	"entrepreneur"	"divorced"	"tertiary"	"yes"	-251	"no"	"no"	"unknown"	20	"jun"	421	6	-1	0	"unknown"	"no"
39	"admin."	"married"	"tertiary"	"no"	722	"no"	"no"	"telephone"	23	"apr"	141	1	-1	0	"unknown"	"no"
35	"services"	"married"	"secondary"	"no"	74	"yes"	"no"	"unknown"	27	"may"	112	1	-1	0	"unknown"	"no"
55	"housemaid"	"married"	"primary"	"no"	1537	"no"	"no"	"unknown"	19	"jun"	359	1	-1	0	"unknown"	"no"
35	"technician"	"single"	"secondary"	"no"	2151	"yes"	"no"	"unknown"	8	"may"	294	1	-1	0	"unknown"	"no"
34	"technician"	"single"	"secondary"	"no"	486	"yes"	"no"	"unknown"	27	"may"	185	1	-1	0	"unknown"	"no"
48	"admin."	"married"	"secondary"	"no"	112	"no"	"no"	"cellular"	18	"aug"	139	5	-1	0	"unknown"	"no"
25	"admin."	"single"	"secondary"	"no"	53	"yes"	"no"	"cellular"	12	"may"	213	6	-1	0	"unknown"	"no"
55	"housemaid"	"married"	"primary"	"no"	1233	"no"	"no"	"cellular"	28	"aug"	97	2	-1	0	"unknown"	"no"
38	"admin."	"married"	"secondary"	"no"	607	"yes"	"no"	"unknown"	13	"may"	315	3	-1	0	"unknown"	"no"
54	"blue-collar"	"married"	"secondary"	"no"	-630	"no"	"no"	"unknown"	23	"may"	173	1	-1	0	"unknown"	"no"
44	"services"	"divorced"	"secondary"	"no"	-574	"yes"	"no"	"unknown"	3	"jun"	172	2	-1	0	"unknown"	"no"
31	"admin."	"single"	"tertiary"	"no"	52	"yes"	"no"	"cellular"	14	"oct"	71	1	-1	0	"unknown"	"no"
56	"admin."	"married"	"secondary"	"no"	550	"yes"	"no"	"cellular"	12	"may"	398	2	-1	0	"unknown"	"no"
34	"management"	"single"	"tertiary"	"no"	90	"yes"	"no"	"cellular"	8	"may"	67	3	-1	0	"unknown"	"no"
36	"management"	"single"	"tertiary"	"no"	2706	"no"	"no"	"cellular"	31	"jul"	75	3	-1	0	"unknown"	"no"
51	"housemaid"	"married"	"primary"	"no"	1521	"no"	"no"	"unknown"	6	"jun"	24	1	-1	0	"unknown"	"no"
35	"blue-collar"	"married"	"secondary"	"no"	628	"yes"	"no"	"unknown"	29	"may"	455	2	-1	0	"unknown"	"no"
50	"technician"	"married"	"secondary"	"no"	59	"yes"	"no"	"cellular"	25	"jul"	57	5	-1	0	"unknown"	"no"
40	"technician"	"single"	"secondary"	"no"	1001	"yes"	"yes"	"cellular"	7	"may"	148	1	-1	0	"unknown"	"no"
56	"retired"	"married"	"tertiary"	"no"	142	"no"	"yes"	"cellular"	14	"jul"	329	5	-1	0	"unknown"	"no"
56	"unemployed"	"married"	"secondary"	"no"	216	"no"	"no"	"unknown"	19	"jun"	77	1	-1	0	"unknown"	"no"
46	"unemployed"	"married"	"secondary"	"no"	926	"no"	"no"	"cellular"	7	"jul"	385	5	-1	0	"unknown"	"yes"
44	"blue-collar"	"married"	"secondary"	"no"	138	"yes"	"no"	"unknown"	8	"may"	283	3	-1	0	"unknown"	"no"
53	"blue-collar"	"married"	"unknown"	"no"	593	"no"	"no"	"telephone"	6	"feb"	137	1	-1	0	"unknown"	"no"
47	"blue-collar"	"married"	"primary"	"no"	373	"yes"	"no"	"cellular"	11	"may"	480	2	-1	0	"unknown"	"no"
43	"admin."	"married"	"secondary"	"no"	584	"no"	"no"	"unknown"	20	"jun"	27	1	-1	0	"unknown"	"no"
54	"self-employed"	"married"	"primary"	"no"	1463	"no"	"no"	"unknown"	20	"jun"	60	1	-1	0	"unknown"	"no"
43	"admin."	"single"	"unknown"	"no"	682	"no"	"no"	"unknown"	19	"jun"	156	6	-1	0	"unknown"	"no"
35	"admin."	"married"	"secondary"	"no"	421	"yes"	"no"	"cellular"	18	"nov"	350	1	-1	0	"unknown"	"no"
50	"entrepreneur"	"divorced"	"tertiary"	"no"	223	"no"	"no"	"cellular"	7	"jul"	264	5	-1	0	"unknown"	"no"
40	"self-employed"	"married"	"secondary"	"no"	1216	"yes"	"no"	"cellular"	18	"nov"	52	1	-1	0	"unknown"	"no"
36	"technician"	"married"	"tertiary"	"no"	62	"no"	"no"	"cellular"	23	"jul"	66	2	-1	0	"unknown"	"no"
51	"admin."	"married"	"secondary"	"no"	1415	"yes"	"no"	"unknown"	2	"jun"	151	3	-1	0	"unknown"	"no"
44	"blue-collar"	"married"	"primary"	"no"	143	"yes"	"no"	"unknown"	7	"may"	153	1	-1	0	"unknown"	"no"
48	"management"	"divorced"	"tertiary"	"no"	15	"no"	"no"	"unknown"	6	"nov"	88	1	-1	0	"unknown"	"no"
31	"blue-collar"	"divorced"	"secondary"	"no"	-306	"no"	"no"	"unknown"	3	"jun"	137	2	-1	0	"unknown"	"no"
52	"services"	"married"	"secondary"	"no"	660	"no"	"no"	"unknown"	6	"may"	201	2	-1	0	"unknown"	"no"
33	"services"	"married"	"secondary"	"no"	22	"yes"	"no"	"unknown"	5	"may"	71	1	-1	0	"unknown"	"no"
46	"self-employed"	"single"	"primary"	"no"	2032	"no"	"no"	"cellular"	30	"jul"	424	2	-1	0	"unknown"	"no"
52	"blue-collar"	"married"	"unknown"	"no"	2171	"yes"	"no"	"cellular"	17	"nov"	567	2	-1	0	"unknown"	"no"
32	"management"	"single"	"tertiary"	"no"	1010	"no"	"no"	"cellular"	7	"aug"	67	2	-1	0	"unknown"	"no"
44	"management"	"married"	"tertiary"	"no"	17	"yes"	"no"	"unknown"	6	"may"	352	2	-1	0	"unknown"	"no"
33	"technician"	"single"	"secondary"	"no"	18	"no"	"no"	"cellular"	22	"aug"	93	2	-1	0	"unknown"	"no"
39	"services"	"married"	"secondary"	"no"	946	"yes"	"no"	"cellular"	17	"apr"	295	2	-1	0	"unknown"	"no"
40	"management"	"married"	"tertiary"	"no"	-29	"no"	"no"	"unknown"	8	"may"	406	2	-1	0	"unknown"	"no"
39	"housemaid"	"married"	"primary"	"no"	0	"yes"	"no"	"telephone"	16	"jul"	129	6	-1	0	"unknown"	"no"
61	"retired"	"married"	"secondary"	"no"	86	"no"	"no"	"cellular"	23	"oct"	149	1	-1	0	"unknown"	"yes"
43	"management"	"married"	"tertiary"	"no"	1059	"no"	"yes"	"cellular"	1	"jun"	335	2	-1	0	"unknown"	"yes"
32	"blue-collar"	"married"	"secondary"	"no"	101	"yes"	"no"	"unknown"	19	"may"	191	4	-1	0	"unknown"	"no"
32	"management"	"single"	"tertiary"	"no"	100	"no"	"no"	"cellular"	12	"aug"	181	2	-1	0	"unknown"	"no"
35	"blue-collar"	"married"	"secondary"	"no"	503	"yes"	"yes"	"unknown"	9	"may"	57	2	-1	0	"unknown"	"no"
43	"technician"	"married"	"tertiary"	"no"	2331	"yes"	"no"	"unknown"	8	"may"	364	4	-1	0	"unknown"	"no"
35	"blue-collar"	"married"	"secondary"	"no"	86	"no"	"no"	"cellular"	31	"jul"	128	2	-1	0	"unknown"	"no"
33	"admin."	"single"	"secondary"	"no"	598	"yes"	"no"	"unknown"	28	"may"	189	1	-1	0	"unknown"	"no"
42	"blue-collar"	"married"	"primary"	"no"	1532	"yes"	"no"	"cellular"	23	"jul"	98	3	-1	0	"unknown"	"no"
58	"retired"	"married"	"unknown"	"no"	928	"no"	"no"	"telephone"	4	"aug"	152	2	-1	0	"unknown"	"no"
26	"technician"	"single"	"secondary"	"no"	2	"yes"	"yes"	"unknown"	15	"may"	461	1	-1	0	"unknown"	"no"
40	"services"	"married"	"secondary"	"no"	884	"no"	"no"	"cellular"	15	"jul"	166	4	-1	0	"unknown"	"no"
54	"services"	"married"	"secondary"	"no"	88	"yes"	"no"	"unknown"	13	"may"	190	1	-1	0	"unknown"	"no"
55	"unemployed"	"married"	"primary"	"no"	1221	"no"	"yes"	"cellular"	8	"jul"	108	1	-1	0	"unknown"	"no"
31	"technician"	"married"	"secondary"	"no"	7	"no"	"no"	"telephone"	6	"aug"	116	6	-1	0	"unknown"	"no"
45	"technician"	"single"	"secondary"	"no"	11	"no"	"no"	"cellular"	22	"aug"	247	1	-1	0	"unknown"	"no"
45	"technician"	"married"	"secondary"	"no"	1003	"yes"	"no"	"unknown"	4	"jun"	71	1	-1	0	"unknown"	"no"
44	"management"	"married"	"secondary"	"no"	0	"no"	"no"	"cellular"	21	"aug"	167	2	-1	0	"unknown"	"no"
27	"admin."	"married"	"secondary"	"no"	-790	"yes"	"no"	"cellular"	22	"jul"	273	4	-1	0	"unknown"	"no"
33	"blue-collar"	"married"	"secondary"	"no"	64	"no"	"no"	"unknown"	16	"may"	239	3	-1	0	"unknown"	"no"
