"age"	"job"	"marital"	"education"	"default"	"balance"	"housing"	"loan"	"contact"	"day"	"month"	"duration"	"campaign"	"y"
44	"management"	"single"	"tertiary"	"no"	825	"yes"	"no"	"unknown"	11	"jun"	427	2	"no"
59	"blue-collar"	"divorced"	"primary"	"no"	153	"no"	"no"	"cellular"	5	"aug"	268	2	"no"
33	"technician"	"single"	"secondary"	"no"	2583	"no"	"no"	"cellular"	6	"feb"	129	1	"no"
59	"technician"	"married"	"secondary"	"no"	283	"no"	"no"	"cellular"	25	"aug"	272	4	"no"
33	"management"	"married"	"tertiary"	"no"	2441	"yes"	"yes"	"cellular"	19	"nov"	154	1	"no"
35	"management"	"married"	"secondary"	"no"	97	"yes"	"no"	"unknown"	29	"may"	135	4	"no"
32	"technician"	"single"	"secondary"	"no"	2979	"no"	"no"	"cellular"	25	"may"	156	1	"no"
39	"services"	"married"	"secondary"	"no"	2040	"yes"	"no"	"cellular"	12	"may"	312	6	"no"
30	"technician"	"single"	"secondary"	"no"	782	"yes"	"yes"	"cellular"	20	"nov"	462	4	"no"
39	"management"	"married"	"tertiary"	"no"	622	"no"	"no"	"cellular"	19	"nov"	145	1	"no"
30	"technician"	"single"	"tertiary"	"no"	1323	"yes"	"no"	"cellular"	15	"may"	223	1	"no"
36	"management"	"married"	"tertiary"	"no"	-2	"no"	"no"	"cellular"	11	"aug"	242	2	"no"
30	"management"	"married"	"tertiary"	"no"	0	"no"	"no"	"cellular"	19	"aug"	178	2	"no"
29	"blue-collar"	"single"	"primary"	"no"	950	"yes"	"no"	"unknown"	4	"jun"	135	3	"no"
48	"admin."	"married"	"secondary"	"no"	315	"yes"	"no"	"cellular"	12	"may"	165	1	"no"
33	"admin."	"married"	"tertiary"	"no"	46	"yes"	"no"	"cellular"	18	"nov"	95	1	"no"
47	"unknown"	"married"	"unknown"	"no"	270	"no"	"no"	"cellular"	6	"aug"	467	2	"no"
40	"technician"	"married"	"secondary"	"no"	500	"yes"	"no"	"cellular"	17	"jul"	175	3	"no"
30	"blue-collar"	"single"	"secondary"	"yes"	447	"no"	"no"	"unknown"	14	"may"	103	6	"no"
58	"services"	"married"	"primary"	"no"	943	"yes"	"no"	"unknown"	3	"jun"	243	3	"no"
49	"technician"	"divorced"	"secondary"	"no"	790	"yes"	"no"	"cellular"	7	"aug"	324	3	"no"
27	"blue-collar"	"single"	"secondary"	"no"	5	"yes"	"no"	"unknown"	19	"may"	205	3	"no"
37	"technician"	"married"	"tertiary"	"no"	-86	"yes"	"no"	"cellular"	21	"jul"	91	4	"no"
37	"services"	"single"	"secondary"	"no"	1534	"no"	"no"	"cellular"	30	"jan"	267	6	"no"
29	"management"	"married"	"tertiary"	"no"	8	"yes"	"no"	"cellular"	14	"may"	41	2	"no"
46	"blue-collar"	"married"	"primary"	"no"	0	"yes"	"no"	"unknown"	14	"may"	73	1	"no"
39	"admin."	"single"	"secondary"	"no"	1413	"yes"	"no"	"cellular"	17	"apr"	396	1	"no"
33	"technician"	"married"	"secondary"	"no"	3071	"yes"	"yes"	"cellular"	21	"jul"	323	1	"no"
47	"blue-collar"	"divorced"	"primary"	"yes"	0	"yes"	"no"	"cellular"	28	"jul"	327	3	"no"
38	"blue-collar"	"married"	"secondary"	"no"	2299	"yes"	"no"	"cellular"	23	"jul"	240	1	"no"
55	"retired"	"married"	"primary"	"no"	159	"yes"	"yes"	"telephone"	23	"jul"	184	1	"no"
64	"technician"	"married"	"secondary"	"no"	1473	"yes"	"no"	"cellular"	13	"feb"	121	2	"no"
52	"entrepreneur"	"married"	"secondary"	"yes"	-36	"no"	"yes"	"cellular"	15	"jul"	199	4	"no"
60	"retired"	"married"	"tertiary"	"no"	1224	"yes"	"no"	"unknown"	15	"may"	120	1	"no"
38	"admin."	"married"	"secondary"	"no"	1852	"yes"	"no"	"cellular"	15	"may"	298	2	"no"
51	"unemployed"	"married"	"primary"	"no"	0	"no"	"no"	"unknown"	5	"jun"	23	2	"no"
33	"blue-collar"	"married"	"secondary"	"no"	-77	"yes"	"no"	"cellular"	28	"jul"	151	3	"no"
59	"blue-collar"	"divorced"	"primary"	"no"	1	"no"	"yes"	"cellular"	8	"jul"	214	1	"no"
55	"retired"	"divorced"	"secondary"	"no"	2204	"no"	"no"	"cellular"	3	"jun"	213	1	"no"
33	"admin."	"married"	"secondary"	"no"	1499	"yes"	"no"	"unknown"	21	"may"	144	2	"no"
51	"technician"	"divorced"	"primary"	"no"	300	"no"	"yes"	"cellular"	5	"feb"	8	6	"no"
43	"management"	"married"	"tertiary"	"no"	0	"no"	"no"	"telephone"	17	"oct"	147	1	"no"
50	"services"	"divorced"	"secondary"	"no"	145	"yes"	"no"	"unknown"	8	"may"	170	1	"no"
37	"technician"	"single"	"secondary"	"no"	123	"no"	"yes"	"cellular"	5	"feb"	136	1	"no"
51	"services"	"married"	"secondary"	"no"	867	"yes"	"no"	"cellular"	7	"jul"	422	3	"no"
46	"blue-collar"	"married"	"primary"	"no"	2093	"no"	"no"	"unknown"	5	"jun"	128	2	"no"
36	"management"	"single"	"tertiary"	"no"	247	"no"	"no"	"unknown"	21	"may"	354	5	"no"
61	"housemaid"	"married"	"primary"	"no"	368	"no"	"no"	"cellular"	8	"aug"	62	3	"no"
48	"technician"	"married"	"secondary"	"no"	720	"yes"	"no"	"unknown"	8	"may"	177	3	"no"
48	"management"	"divorced"	"tertiary"	"no"	174	"no"	"no"	"cellular"	6	"aug"	290	2	"no"
40	"admin."	"married"	"secondary"	"no"	1011	"yes"	"no"	"cellular"	11	"may"	160	2	"no"
37	"management"	"married"	"tertiary"	"no"	825	"yes"	"no"	"cellular"	11	"aug"	214	5	"no"
28	"admin."	"married"	"secondary"	"no"	1119	"yes"	"no"	"cellular"	12	"may"	74	1	"no"
59	"admin."	"married"	"secondary"	"no"	205	"no"	"no"	"telephone"	1	"jun"	277	1	"no"
48	"services"	"single"	"primary"	"no"	204	"yes"	"no"	"cellular"	22	"jul"	134	1	"no"
48	"blue-collar"	"divorced"	"secondary"	"no"	1893	"no"	"no"	"telephone"	29	"jul"	538	3	"no"
35	"services"	"married"	"secondary"	"no"	39	"no"	"no"	"unknown"	7	"may"	143	1	"no"
53	"self-employed"	"married"	"tertiary"	"no"	337	"yes"	"yes"	"cellular"	18	"nov"	80	2	"no"
27	"blue-collar"	"single"	"secondary"	"no"	672	"yes"	"no"	"unknown"	23	"may"	164	1	"no"
54	"blue-collar"	"married"	"primary"	"no"	1298	"no"	"no"	"telephone"	17	"jul"	304	4	"no"
39	"management"	"married"	"secondary"	"no"	2445	"no"	"no"	"unknown"	16	"jun"	303	5	"no"
60	"blue-collar"	"married"	"secondary"	"no"	1433	"no"	"no"	"cellular"	8	"aug"	124	4	"no"
57	"admin."	"divorced"	"secondary"	"no"	1403	"yes"	"no"	"cellular"	16	"jul"	547	2	"no"
39	"management"	"married"	"tertiary"	"no"	63	"yes"	"no"	"cellular"	24	"jul"	203	1	"no"
38	"technician"	"married"	"secondary"	"no"	994	"no"	"no"	"unknown"	9	"jun"	119	1	"no"
44	"self-employed"	"single"	"tertiary"	"no"	97	"yes"	"no"	"unknown"	6	"jun"	153	4	"no"
51	"admin."	"divorced"	"secondary"	"no"	115	"yes"	"yes"	"unknown"	8	"may"	136	1	"no"
36	"management"	"single"	"tertiary"	"no"	811	"no"	"no"	"cellular"	6	"mar"	229	1	"yes"
36	"management"	"married"	"tertiary"	"no"	812	"no"	"no"	"cellular"	7	"aug"	99	4	"no"
39	"management"	"single"	"tertiary"	"no"	0	"yes"	"no"	"cellular"	18	"feb"	224	3	"yes"
35	"blue-collar"	"married"	"secondary"	"no"	625	"no"	"no"	"cellular"	13	"may"	267	1	"no"
45	"management"	"divorced"	"tertiary"	"no"	959	"no"	"no"	"unknown"	18	"jun"	74	1	"no"
38	"technician"	"married"	"secondary"	"no"	2000	"yes"	"no"	"cellular"	7	"may"	198	2	"no"
40	"technician"	"married"	"tertiary"	"no"	0	"no"	"no"	"cellular"	19	"aug"	44	1	"no"
48	"blue-collar"	"married"	"primary"	"no"	1778	"yes"	"no"	"telephone"	8	"may"	267	3	"no"
46	"housemaid"	"married"	"primary"	"no"	103	"no"	"no"	"unknown"	9	"jun"	186	1	"no"
44	"technician"	"married"	"tertiary"	"no"	1818	"yes"	"yes"	"cellular"	30	"apr"	247	1	"no"
40	"management"	"married"	"unknown"	"no"	3165	"yes"	"no"	"telephone"	31	"jul"	77	2	"no"
28	"admin."	"divorced"	"secondary"	"no"	-504	"yes"	"yes"	"cellular"	14	"may"	578	1	"yes"
52	"unemployed"	"divorced"	"secondary"	"no"	4	"no"	"yes"	"unknown"	18	"nov"	248	1	"no"
60	"retired"	"married"	"secondary"	"no"	0	"no"	"no"	"cellular"	5	"aug"	143	3	"no"
41	"housemaid"	"married"	"tertiary"	"no"	783	"yes"	"no"	"unknown"	30	"may"	130	2	"no"
30	"blue-collar"	"married"	"primary"	"no"	1480	"yes"	"no"	"unknown"	14	"may"	360	2	"no"
35	"management"	"single"	"tertiary"	"no"	688	"no"	"no"	"cellular"	2	"feb"	504	1	"no"
32	"admin."	"single"	"secondary"	"no"	739	"yes"	"no"	"cellular"	20	"nov"	91	3	"no"
48	"management"	"divorced"	"tertiary"	"no"	0	"no"	"no"	"unknown"	20	"jun"	26	3	"no"
36	"admin."	"single"	"secondary"	"no"	587	"yes"	"no"	"cellular"	13	"apr"	239	3	"no"
35	"admin."	"single"	"secondary"	"no"	57	"yes"	"no"	"cellular"	18	"may"	173	1	"no"
37	"management"	"single"	"tertiary"	"no"	171	"yes"	"yes"	"cellular"	7	"aug"	250	3	"no"
32	"management"	"single"	"tertiary"	"no"	0	"no"	"no"	"cellular"	29	"aug"	63	2	"no"
59	"retired"	"married"	"primary"	"no"	94	"no"	"no"	"cellular"	12	"aug"	256	2	"no"
37	"admin."	"married"	"unknown"	"no"	463	"yes"	"no"	"unknown"	11	"jun"	158	1	"no"
37	"blue-collar"	"single"	"secondary"	"no"	88	"yes"	"no"	"unknown"	6	"may"	128	2	"no"
29	"entrepreneur"	"single"	"tertiary"	"no"	430	"no"	"yes"	"cellular"	29	"jan"	624	2	"no"
34	"admin."	"divorced"	"secondary"	"no"	0	"yes"	"yes"	"cellular"	14	"jul"	194	3	"no"
33	"unemployed"	"single"	"unknown"	"no"	170	"yes"	"no"	"unknown"	3	"jun"	327	1	"no"
28	"blue-collar"	"married"	"secondary"	"no"	-26	"no"	"yes"	"cellular"	30	"jan"	81	1	"no"
48	"management"	"married"	"tertiary"	"no"	1808	"yes"	"no"	"cellular"	26	"feb"	245	1	"yes"
30	"management"	"single"	"tertiary"	"no"	1636	"no"	"no"	"unknown"	6	"jun"	301	2	"no"
44	"management"	"married"	"tertiary"	"no"	647	"no"	"no"	"unknown"	16	"jun"	226	2	"no"
29	"services"	"married"	"secondary"	"no"	340	"yes"	"yes"	"unknown"	26	"may"	297	1	"no"
35	"blue-collar"	"married"	"secondary"	"no"	-151	"yes"	"no"	"cellular"	5	"feb"	96	2	"no"
